Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.024255/CR,"PRODUCTOS VERACRUZ, S.L.",Ciudad Real/VALDEPEÑAS,RW,,MP,
15.007605/TO,"VIÑEDOS Y BODEGAS PÉREZ ARQUERO, S.L.",Toledo/TEMBLEQUE,PP,,,
40.035990/TO,"HERMANOS RIOJA MARTÍN, C.B.",Toledo/SANTA OLALLA,CS,,,
40.036052/TO,"DEL OLMO LÓPEZ, JULIO CESAR",Toledo/BURUJON,RW,,,
15.007607/CR,"ISLA GARCIA-FILOSO, FRANCISCO",Ciudad Real/VILLARTA DE SAN JUAN,PP,,,
26.013274/TO,"JUST GOURMET GROUP, S.L.",Toledo/MALPICA DE TAJO,PP,,MP,
40.036392/TO,"SERRANO VERDUGO, LUIS ALBERTO",Toledo/SANTA CRUZ DE LA ZARZA,CS,,,
40.036496/CR,"DISTRIBUCIONES DE ALIMENTACION ORLA, S.L.",Ciudad Real/TOMELLOSO,CS,,,
40.036994/TO,"TOCONGEL, S.L.",Toledo/MORA,CS,,,
12.020477/AB,"GRUESO MORENO, S.L",Albacete/RODA (LA),"CS, PP",,,
40.037113/CR,"MANCHA EVENT, S.L.",Ciudad Real/SOCUELLAMOS,RW,,,
40.037385/CR,"CORRALES CASANOVA, JESUS",Ciudad Real/ALCAZAR DE SAN JUAN,RW,,,
10.024321/TO,"INDUSTRIAS CÁRNICAS A-42, S.L.U",Toledo/ILLESCAS,"CP, MM, MP",,,
40.037400/TO,"INDUSTRIAS CÁRNICAS A-42, S.L.U",Toledo/ILLESCAS,"CS, RW",,,
40.037554/TO,EMBUTIDOS RAUL SL,Toledo/TALAVERA DE LA REINA,CS,,,
15.007631/AB,ATIENZAR GONZALEZ JUAN,Albacete/GINETA (LA),PP,,,
15.007644/TO,"CASTY, S.A.",Toledo/TALAVERA LA NUEVA,PP,,,
26.013684/CU,"APERITIVOS TALAYA LÓPEZ, S.L.",Cuenca/QUINTANAR DEL REY,PP,,MP,
10.024454/AB,"FELIPE PALACIOS, JUAN MANUEL",Albacete/ALBACETE,,,,
10.024455/AB,"LANGOALBA, S.L.",Albacete/ALBACETE,,,,
40.040497/TO,"ÁNGEL CARRILLO CARRILLO, S.L.",Toledo/TORRIJOS,CS,,,
40.040548/TO,"COMERCIAL MARTÍN GONZÁLEZ, S.L.",Toledo/TORRIJOS,"CS, RW",,,
40.040549/TO,"CÁRNICAS MANJARRES, SL.",Toledo/TORRIJOS,CS,,,
40.040551/TO,"JAMONES EL CHATO, S.A.",Toledo/TORRIJOS,CS,,,
14.002909/GU,"GRANJAS SEGURA, S.A",Guadalajara/ALMOGUERA,EPC,,,
26.013694/CR,"FELICES SANROMA, JULIO",Ciudad Real/VALDEPEÑAS,PP,,MP,
10.024461/CR,"FELICES SANROMA, JULIO",Ciudad Real/VALDEPEÑAS,"MM, MP, PP",,MP,
15.007662/CR,UNIPROCA SDAD. COOP.,Ciudad Real/CHILLON,CC,,,
40.041823/CR,"CABA NOBLEJAS, Mª CARMEN",Ciudad Real/MANZANARES,CS,,,
10.024521/CR,"JIMENEZ ARIAS, MATEO",Ciudad Real/MEMBRILLA,"MM, MP, PP",,MP,
15.007668/CR,"GOLVANO PALOMAR, ROSANA",Ciudad Real/SOLANA (LA),PP,,,
14.002926/TO,"MUÑOZ BRAVO, MARÍA TERESA",Toledo/MARJALIZA,EPC,,,
12.020738/CR,"VELARDE CAMACHO, MANUEL",Ciudad Real/MIGUELTURRA,PP,,SN,
26.013838/CR,"JUST FOOD NATURAL, S.L.",Ciudad Real/PUERTOLLANO,PP,,MP,
40.042824/TO,"PRODUCTOS LEON RODELGO, S.L.",Toledo/VILLACAÑAS,CS,,,
15.007692/TO,"BERRACO GÓMEZ, JULIO",Toledo/VELADA,"CS, PP",,,
40.043203/CR,"VALLE DEL PAZO, S.L.",Ciudad Real/CAÑADA DE CALATRAVA,CS,,,
40.043401/TO,"JAMODI, C.B.",Toledo/TALAVERA DE LA REINA,RW,,,
40.043480/GU,"HAVI LOGISTICS FSL, S.L.U.",Guadalajara/ALOVERA,CS,,,
40.044043/AB,"DISTRIBUCIONES CASTILLO SIMARRO, S.L.",Albacete/RODA (LA),"CS, RW",,,
14.002943/CU,"GRUPO AVÍCOLA RUJAMAR, S.L.U.",Cuenca/SAELICES,EPC,,,
40.044118/AB,"LÓPEZ GONZÁLEZ, PEDRO JOSÉ",Albacete/BARRAX,CS,,,
15.007735/TO,"BAENA TREJOS, MARÍA XIMENA",Toledo/ESCALONILLA,PP,,,
40.044310/TO,ATENA PERT MUCIONIU,Toledo/PULGAR,CS,,,
40.044350/CR,FERNANDEZ-BRAVO FERNANDEZ-CALVILLO CONCEPCION,Ciudad Real/MANZANARES,CS,,,
14.002953/TO,"LA POZA 2012, S.L.",Toledo/CONSUEGRA,EPC,,,
15.007744/CR,"HONTANILLA FERNÁNDEZ, JUAN CARLOS",Ciudad Real/HORCAJO DE LOS MONTES,PP,,,
15.007751/CR,"QUESOS MORENO REINO, S.L",Ciudad Real/ARENAS DE SAN JUAN,"CS, PP",,,
40.045088/CR,"AÑADAS DE PEDRO MUÑOZ, S.L.",Ciudad Real/PEDRO MUÑOZ,CS,,,
40.045095/TO,"INDUSTRIAS CARNICAS TALAVERA, S.L.",Toledo/TALAVERA DE LA REINA,CS,,,
40.045338/CR,"USC CENTRO INTEGRAL DE DISTRIBUCIÓN, S.L",Ciudad Real/DAIMIEL,CS,,,
40.045946/CU,"ROMERO RUIZ, INDALECIO",Cuenca/CUENCA,CS,,,
10.024862/CR,"JIMENEZ ARIAS, FRANCISCO",Ciudad Real/MANZANARES,PP,,MP,
40.046123/AB,"EMBUTIDOS Y JAMONES DURO, S.L.",Albacete/TOBARRA,CS,,,
40.046137/CR,"ORTEGA ESPECIALISTAS EN CARNE, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,CS,,,
14.002997/CU,AVICOLA VALERA BONILLA S.L,Cuenca/ARCOS DE LA CANTERA,EPC,,,
14.003005/TO,"SÁNCHEZ RUBIO, AZUCENA",Toledo/CUERVA,EPC,,,
40.047051/CU,"VIÑOLO GOURMET, S.A.",Cuenca/MOTA DEL CUERVO,CS,,,
40.047266/CR,"GONZÁLEZ SARRIÓN, S.A.",Ciudad Real/VILLANUEVA DE LOS INFANTES,CS,,,
26.014572/TO,"CCGS 2016, S.L.",Toledo/YELES,PP,,MP,
40.047270/TO,"TORRIJOS YUBERO, ÁNGEL",Toledo/TORRIJOS,CS,,,
40.047275/CR,ELENA PAPELET,Ciudad Real/TOMELLOSO,CS,,,
26.014593/AB,"ACREDITADOS TECNICOS, S.L.",Albacete/ALBACETE,PP,,MP,
10.024983/CR,"ORTEGA ESPECIALISTAS EN CARNE, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,"CP, MM, MP, PP",,MP,
10.024995/CR,"SÁNCHEZ RUIZ, LUIS FERNANDO",Ciudad Real/CABEZARRUBIAS DEL PUERTO,PP,,MP,
10.025004/TO,"CASQUERÍAS NIETO, S.L.",Toledo/TOLEDO,"RW, PP",,ST,
10.025033/TO,"FELIPE ALONSO, S.L.",Toledo/TORRIJOS,PP,,MP,
40.047893/TO,"FELIPE ALONSO, S.L.",Toledo/TORRIJOS,CS,,,
40.047897/TO,"GLOBAL DIVISIÓN DE MARCAS, S.L.U.",Toledo/ALCABON,"CS, RW",,,
10.025053/TO,"ROJO DOMINGUEZ, AZUCENA",Toledo/NAVALUCILLOS (LOS),"MM, MP, PP",,MP,
12.021321/CR,SANCHEZ SERRANO JOSE LUIS,Ciudad Real/CIUDAD REAL,PP,,SN,
40.048208/CR,"NICO JAMONES, S.L.",Ciudad Real/CIUDAD REAL,"CS, RW",,,
10.025069/AB,"BELMONTE LOPEZ, DAVID",Albacete/TARAZONA DE LA MANCHA,PP,,MP,
10.025085/CU,"FERNANDEZ MORENO, FELlX",Cuenca/POZORRUBIO DE SANTIAGO,PP,,ST,
10.025086/TO,"TARAMA TRADICIÓN, S .L.",Toledo/LUCILLOS,"MM, MP, PP",,MP,
12.021370/CR,"ORMEÑO CAÑAMERO, JULIANA",Ciudad Real/CIUDAD REAL,PP,,SN,
10.025131/TO,"AGROVILLA MORAL, S.L.",Toledo/VILLAMINAYA,"CS, RW",,MP,
40.049105/CR,"BELLOTERRA DELICATESSEN, S.L.",Ciudad Real/ALMADEN,CS,,,
26.014883/AB,"SANCHEZ TORRES, VANESA",Albacete/PATERNA DEL MADERA,PP,,MP,
40.049286/AB,"COMERCIAL OJEDAMAR, S.L.",Albacete/HELLIN,CS,,,
15.007854/TO,"GREENBARGAS, S.L.",Toledo/BARGAS,PP,,,
15.007855/TO,SCHREIBER FOODS ESPAÑA S.L.,Toledo/TALAVERA DE LA REINA,PP,,,
10.025205/GU,"RANERA BAYO, CARLOS",Guadalajara/GUADALAJARA,"CS, PP",,ST,
15.007867/AB,"QUESOS LA CASICA DE VILLEGAS, S.L.",Albacete/ONTUR,PP,,,
10.025234/AB,"SPANISH CHEESE, S.L.",Albacete/ALBACETE,RW,,MP,
15.007873/TO,QUESERÍA ARTESANA TALAVERA C.B.,Toledo/TALAVERA DE LA REINA,PP,,,
40.050317/TO,COHERPI LOGISTICA SL.,Toledo/ESCALONILLA,CS,,,
10.025243/TO,CARNICAS LA REINA SL.,Toledo/CAZALEGAS,"CP, MM, MP, PP",,MP,
40.050450/CR,"GONZÁLEZ-ROMÁN ALMOGUERA, VICTORIA EUGENIA",Ciudad Real/CIUDAD REAL,CS,,,
10.025253/CR,"MATURANA QUIJANO, ANTONIO",Ciudad Real/PUEBLA DEL PRINCIPE,PP,,MP,
40.050487/CR,"CRIS DEL RÍO, S.L.",Ciudad Real/MANZANARES,CS,,,
15.007887/CR,"FOOD MANCHEGOS, S.L.",Ciudad Real/POBLETE,PP,,,
15.007896/CR,"LLABRIMEN, S.L.",Ciudad Real/DAIMIEL,PP,,,
14.003091/TO,"AVIMAN EXPLOTACIONES GANADERAS, S.L.",Toledo/MANZANEQUE,EPC,,,
40.050929/TO,"SOMISATA, S.L.",Toledo/TALAVERA DE LA REINA,CS,,,
12.021624/CR,"FRANCISCO VAZQUEZ E HIJOS, S.L.",Ciudad Real/SOCUELLAMOS,CS,,,
40.051119/CR,"CORRALES INIESTA, RICARDO",Ciudad Real/HERENCIA,RW,,,
10.025335/AB,"EL MAESTRO CORTADOR, S.L.",Albacete/BARRAX,PP,,MP,
10.025362/TO,"CARNICAS TORRECAZA, S.L.",Toledo/SANTA CRUZ DEL RETAMAR,CS,,,
14.003110/AB,"SERRANO CASTILLO, JOSÉ MANUEL",Albacete/ALMANSA,EPC,,,
15.007932/CR,S.A.T. LUAPEL,Ciudad Real/MALAGON,PP,,,
15.007933/CR,ALIMENTIAS EMC S.L.,Ciudad Real/MANZANARES,RW,,,
10.025407/TO,"VÁZQUEZ NÚÑEZ, MODESTO",Toledo/NAVAMORCUENDE,"MM, MP",,,
40.051950/TO,SCML SUPPLY CHAIN MANAGEMENT,Toledo/TORRIJOS,"CS, RW",,,
15.007938/TO,"LÁCTEOS REDONDO MARTÍN, S.L.",Toledo/NAVALUCILLOS (LOS),PP,,,
26.015493/CR,"CONSERVAS EL CAZADOR, S.L.",Ciudad Real/SOLANA (LA),PP,,MP,
15.007939/CU,MAQUELI S.L.U.,Cuenca/SAN CLEMENTE,"CS, RW, PP",,,
15.007947/AB,"ABELLAN FERNANDEZ, JOSE LUIS",Albacete/VILLAMALEA,PP,,,
12.021763/TO,"TOLEDO FISH, C.B.",Toledo/TOLEDO,"CS, RW",,,
15.007953/CR,"SERRANO FLORES, ANTONIO TOMAS",Ciudad Real/SOCUELLAMOS,PP,,,
40.052603/AB,FUNDACION BANCO DE ALIMENTOS DE ALBACETE,Albacete/ALBACETE,CS,,,
12.021786/CR,"VALLE DEL PAZO, S.L.",Ciudad Real/ARGAMASILLA DE CALATRAVA,"RW, PP",,,
15.007960/CU,AGRICOLA TRES R S.L.,Cuenca/SAN CLEMENTE,"RW, PP",,,
15.007961/AB,"UNIPROCA, SDAD. COOP.",Albacete/ALBACETE,"CS, CC",,,
26.015725/CR,"CORRALES INIESTA, RICARDO",Ciudad Real/HERENCIA,PP,,MP,
26.015757/AB,"HOSTELERIA MONTECRISTO, S.L.",Albacete/SAN PEDRO,PP,,MP,
12.021932/CR,"MANCHA EVENT, S.L.",Ciudad Real/SOCUELLAMOS,PP,,,
26.015822/AB,"ALBAFROST, S.L.",Albacete/ALBACETE,PP,,MP,
14.003147/AB,EL PARAISO TC DE EXPLOTACION AGRARIA,Albacete/CASAS DE JUAN NUÑEZ,EPC,,,
15.008003/AB,"TRIGUERO REINA, JESUS",Albacete/VILLAPALACIOS,PP,,,
14.003148/TO,SÁNCHEZ LARA ATANASIO,Toledo/MIGUEL ESTEBAN,EPC,,,
15.008012/AB,"QUESOS VEGA SOTUELAMOS, S.L.",Albacete/ALBACETE,"PP, CC",,,
15.008013/TO,GRUPO GANADEROS DE FUERTEVENTURA S.L.,Toledo/NUMANCIA DE LA SAGRA,CS,,,
15.008014/TO,LÁCTEAS DELGADO S.L.,Toledo/SANTA OLALLA,PP,,,
15.008017/GU,"MEGIA GARCIA-PASCUAL, JOSE MARIA",Guadalajara/ILLANA,PP,,,
10.025638/CR,"INVIRPA HORECA, S.L.",Ciudad Real/MANZANARES,RW,,MP,
10.025658/TO,"U.V.E., S.A.",Toledo/CASARRUBIOS DEL MONTE,"CS, CP, MM, MP, PP",,MP,
14.003154/TO,"ENTREBLANC, S.L.",Toledo/ALCAÑIZO,EPC,,,
40.054730/TO,"ENTREBLANC, S.L.",Toledo/ALCAÑIZO,CS,,,
15.008038/CR,"ESTEBAN GARCÍA, FRANCISCO JAVIER",Ciudad Real/CORTIJOS (LOS),PP,,,
15.008048/TO,"SALINAS JARAMILLO, FERNANDO",Toledo/PUEBLANUEVA (LA),PP,,,
40.055265/TO,"PEREZ SERRANO, GONZALO",Toledo/NAVAHERMOSA,CS,,,
14.003173/GU,"RANCHO ARCAS, C.B.",Guadalajara/MAZUECOS,EPC,,,
26.016120/TO,"CALLEJAS JIMENEZ, ALFONSO MANUEL",Toledo/TOLEDO,PP,,MP,
40.055473/AB,"REPRESENTACIONES DE LA CRUZ, S.L.",Albacete/HELLIN,CS,,,
10.025740/CR,"FAMILY CARNES, S.L.L.",Ciudad Real/CIUDAD REAL,"CP, MM, MP",,,
10.025741/CR,CARNICAS OVIHEREN SOCIEDAD LIMITADA,Ciudad Real/HERENCIA,RW,,,
10.025749/TO,"AGRUCARNES, S.L.",Toledo/GERINDOTE,PP,,MP,
40.055488/TO,"ALMENDROS SANTIAGO, JESÚS",Toledo/VILLACAÑAS,CS,,,
10.025750/CR,"CARNICAS SERRANO SANCHEZ, S.L.",Ciudad Real/MANZANARES,CS,,,
40.055630/CR,"DISTRIBUCIONES JOBAM, C.B.",Ciudad Real/TOMELLOSO,CS,,,
14.003191/AB,"COMERCIA SIERRA DEL SEGURA 19, S.L.",Albacete/AYNA,EPC,,,
40.056120/TO,"SERVICIOS INTEGRALES EL SEÑORIO, C.B.",Toledo/ILLESCAS,CS,,,
26.016267/AB,"FRANCISCO BERBEL HERNANDEZ E HIJOS, S.L.",Albacete/ALBACETE,PP,,MP,
40.056125/AB,"FRANCISCO BERBEL HERNANDEZ E HIJOS, S.L.",Albacete/ALBACETE,"CS, RW",,,
26.016273/TO,EVENTOS ÉBORA S.L.,Toledo/TALAVERA DE LA REINA,PP,,MP,
26.016274/CR,"HERMANOS AZAÑON DESARROLLO DE APERITIVOS, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,PP,,MP,
40.056148/TO,"FRIGORÍFICOS CAMARENA, S.A.",Toledo/CAMARENA,CS,,,
40.056251/AB,"PRODUCTOS CARNICOS ALBACETE, S.L.",Albacete/ALBACETE,CS,,,
14.003199/TO,"FERNÁNDEZ SÁNCHEZ, MARÍA GEMA",Toledo/SANTA CRUZ DEL RETAMAR,EPC,,,
10.025848/TO,"EXPLOTACION AGROPECUARIA EL TINTO, S.L.",Toledo/CEDILLO DEL CONDADO,"SH, CP",B,,
10.025858/AB,"CARNES ANDARES, S.L.",Albacete/FUENTE-ALAMO,"CP, MM, MP, PP",,"BL, MP",
15.008099/CR,"EXPLOTACIONES GANADERAS Y PRODUCTOS LACTEOS HONTARRON, S.L",Ciudad Real/VILLARRUBIA DE LOS OJOS,PP,,,
40.056570/TO,"FLORENTIN Y ANDREEA, C.B.",Toledo/PULGAR,CS,,,
40.056572/CU,MAQUELI S.L.U.,Cuenca/SAN CLEMENTE,CS,,,
14.003203/TO,"FLORENTIN Y ANDREEA, C.B.",Toledo/PULGAR,EPC,,,
40.056649/TO,"FRÍO SESEÑA, S.L.",Toledo/SESEÑA,CS,,,
10.025891/CU,"JESÚS E ISMAEL, S.L",Cuenca/CUENCA,"CP, MM, MP, PP",,"BL, MP",
15.008105/CR,"QUESOS DON MIGUEL, S.C.",Ciudad Real/ALCAZAR DE SAN JUAN,PP,,,
14.003214/TO,"HUEVOS ECOLÓGICOS DEL PRADILLO, S.A.T.",Toledo/ORGAZ,EPC,,,
10.025950/CR,"VAZQUEZ LOZANO, ISABEL",Ciudad Real/SOCUELLAMOS,"MM, MP, PP",,MP,
10.025959/TO,PECES-BARBA GÓMEZ ALFONSO,Toledo/SONSECA,"CS, CP, MM, MP, PP",,MP,
10.025962/CR,"CORTADO A MANO, S.L.",Ciudad Real/MANZANARES,RW,,MP,
14.003219/AB,LOPEZ GALLEGO CARMINA,Albacete/ALBACETE,EPC,,,
12.022333/CR,"CONSERVAS LA HOYUELA, S.L.",Ciudad Real/SOCUELLAMOS,PP,,,
15.008139/CR,"AGROPECUARIA VIPECA, S.A.T.",Ciudad Real/POZO DE LA SERNA,PP,,,
40.057696/CR,"INKIELE, S.L.",Ciudad Real/SOCUELLAMOS,RW,,,
14.003221/TO,"FERNÁNDEZ DE VELASCO, RODRIGO JOSÉ",Toledo/SESEÑA NUEVO,EPC,,,
15.008144/TO,"PASCASIO MORICHE, ADRIÁN",Toledo/NAVA DE RICOMALILLO (LA),PP,,,
40.057854/TO,"SUPER BAZAR 2015, S.L.",Toledo/TOLEDO,CS,,,
40.057858/GU,"ALIMENTACIÓN CONPE, S.L.U.",Guadalajara/YUNQUERA DE HENARES,CS,,,
15.008149/AB,"CAÑIZARES LEIVA, TERESA INES",Albacete/SAN PEDRO,PP,,,
12.022363/CR,S.C.T.A. MORALES FERNANDEZ,Ciudad Real/TIRTEAFUERA,PP,,SN,
10.026001/TO,ATENA PERT MUCIONIU,Toledo/PULGAR,"CP, MM, MP, PP",,MP,
12.022384/CR,"CENTRAL HORTOFRUTICOLA EL SALOBRAL, S.L.",Ciudad Real/BOLAÑOS DE CALATRAVA,CS,,,
26.016702/CR,"PRODUCTOS AGROVIN, S.A.",Ciudad Real/ALCAZAR DE SAN JUAN,PP,,MP,
40.058169/TO,"PRODUCTOS LAYMAR, S.L.",Toledo/UGENA,"CS, RW",,,
15.008159/TO,UNIPROCA SDAD. COOP.,Toledo/TALAVERA DE LA REINA,"PP, CC",,,
15.008168/TO,"PÉREZ SÁNCHEZ, SEBASTIÁN",Toledo/NAVALUCILLOS (LOS),PP,,,
15.008172/CR,"RUIZ GONZALEZ-MELLADO, ANA Mª",Ciudad Real/TORRALBA DE CALATRAVA,PP,,,
15.008180/TO,"RIVERA DEL TAJO GANADERA, SOC. COOP. DE CASTILLA-LA MANCHA",Toledo/CARPIO DE TAJO (EL),CC,,,
40.058849/AB,"TRIGUERO REINA, JESUS",Albacete/VILLAPALACIOS,CS,,,
40.058882/CU,"GARRIDO GARCÍA, ÁNGEL",Cuenca/MOTA DEL CUERVO,CS,,,
12.022466/TO,"GESTURPLANTPLUS, S.L.",Toledo/PUEBLA DE MONTALBAN (LA),CS,,,
10.026085/TO,"ROBLES BRAOJOS, RAÚL",Toledo/GALVEZ,"MM, MP, PP",,MP,
14.003250/TO,"GÓMEZ SÁNCHEZ, MIGUEL ÁNGEL FERMÍN",Toledo/PARRILLAS,EPC,,,
10.026108/AB,"BERNAL MUÑOZ, ALEJANDRO",Albacete/ALBACETE,PP,,MP,
40.059244/AB,"DISTRIBUCIONES AVICOLAS MARSESA, S.L.",Albacete/RODA (LA),CS,,,
15.008190/TO,"AGROALIMENTARIA VALLE DE LOS MOLINOS, S.L.",Toledo/YEBENES (LOS),PP,,,
40.059374/CR,"FINCA LAS AGRUPADAS ALIMENTACION Y BEBIDAS, S..L.",Ciudad Real/VALDEPEÑAS,CS,,,
40.059395/TO,"BOCADO GOURMET PREMIUM, S.L.",Toledo/QUINTANAR DE LA ORDEN,CS,,,
14.003256/AB,"VINAL GOMEZ, SANTIAGO",Albacete/BIENSERVIDA,EPC,,,
40.059410/AB,AYUNTAMIENTO DE ALBACETE,Albacete/ALBACETE,WM,,,
14.003263/AB,"PEREZ VALERA, ROSANA",Albacete/CASAS DE VES,EPC,,,
10.026155/TO,"ARROYO PALOMO, EMILIA",Toledo/MESEGAR DE TAJO,"MM, MP, PP",,MP,
10.026184/AB,FUNDACION BANCO DE ALIMENTOS DE ALBACETE,Albacete/ALBACETE,"CS, RW",,,
10.026190/TO,"CCGS 2016, S.L.",Toledo/YELES,"MM, MP",,,
15.008213/AB,"AGROALIMENTARIA FINCA LA CUADRA, S.L.",Albacete/TINAJEROS,PP,,,
10.026195/CR,"VEGACAZA, S.L.",Ciudad Real/VALDEPEÑAS,GHE,"wL, wA, wU, wG",,
14.003270/CR,"MORENO VILLANUEVA, MIGUEL ANGEL",Ciudad Real/SOCUELLAMOS,EPC,,,
40.060112/CR,"SURIDAN, S.L",Ciudad Real/VILLANUEVA DE LOS INFANTES,CS,,,
40.060399/AB,"AVENDAÑO PAÑOS, ENRIQUE",Albacete/RODA (LA),CS,,,
40.060463/CR,"SAL MORAGO, S.A.",Ciudad Real/TOMELLOSO,RW,,,
15.008219/TO,"RODRÍGUEZ-CONTRERAS PÉREZ, PABLO",Toledo/URDA,PP,,,
14.003282/AB,"RODRIGUEZ MONTANO, MARIA VICTORIA",Albacete/VILLAPALACIOS,EPC,,,
10.026229/AB,"TONI'S MEAT, S.L.",Albacete/ALBACETE,"CS, WM",,,
40.060688/AB,"ECOMORA, S.A.",Albacete/ALBACETE,CS,,,
26.017249/CR,"AGULLO CUENCA, MARIA VICTORIA",Ciudad Real/CIUDAD REAL,PP,,MP,
15.008233/TO,"SÁNCHEZ MARTÍN-AMBROSIO, BENJAMÍN",Toledo/SONSECA,"RW, PP",,,
10.026276/GU,"BURGUERALIA, S.L.",Guadalajara/ALCOLEA DEL PINAR,"MM, MP",,,
12.022699/CR,PESCADOS Y MARISCO PESCALBA SOCIEDAD CIVIL,Ciudad Real/ARGAMASILLA DE ALBA,CS,,,
40.061428/CR,"SANTOS ROMERO, JUAN PEDRO",Ciudad Real/TOMELLOSO,CS,,,
15.008245/AB,"AROCA SEPULVEDA, JUAN LUIS",Albacete/RODA (LA),PP,,,
40.061531/CU,DIRECCIÓN Y GESTIÓN TÉCNICA ALIMENTARIA,Cuenca/TARANCON,CS,,,
40.061558/AB,"DAILY FOOD ESOLUTIONS, S.L.U.",Albacete/ALBACETE,"CS, WM",,,
14.003298/CU,ECOHUEVOS LOS MOLINOS SOCIEDAD LIMITADA,Cuenca/MOTA DEL CUERVO,EPC,,,
15.008253/AB,"QUESO FINCA VALDELOBOS, S.L.",Albacete/VILLARROBLEDO,PP,,,
15.008255/AB,"JULIAN OLIVAS, S.L.",Albacete/SANTA ANA,PP,,,
40.062250/TO,"PINADERO SERRADILLA, FRANCISCO JAVIER",Toledo/TALAVERA DE LA REINA,CS,,,
14.003312/CR,"SANCHEZ-BERMEJO RODRIGUEZ-BOBADA, GALO",Ciudad Real/DAIMIEL,EPC,,,
10.026402/AB,MONTERO FELIPE CARNICERO S.COOP.,Albacete/SANTA ANA,"MM, MP, PP",,"BL, MP",
40.063064/CU,"UCALSA LEVANTE, S.L.",Cuenca/TARANCON,CS,,,
10.026430/CR,"SAL MORAGO, S.A.",Ciudad Real/TOMELLOSO,PP,,ST,
10.026431/TO,INDUSTRIAS DELFOS DIEZ SL.,Toledo/SESEÑA NUEVO,PP,,MP,
40.063158/AB,"CABRAMA, S.L.",Albacete/MAHORA,CS,,,
10.026442/TO,"FERNÁNDEZ ROBLEDO, ROBERTO",Toledo/PUENTE DEL ARZOBISPO (EL),PP,,,
10.026443/TO,"INDUSTRIAS FABICARNE, S.L.",Toledo/VALMOJADO,RW,,ST,
14.003320/TO,"GRANJA SAN ANTÓN JJ, S.L.",Toledo/CABAÑAS DE LA SAGRA,EPC,,,
40.063238/TO,"CARNICAS RUJOVI, S.L.",Toledo/LOMINCHAR,"CS, RW",,,
10.026453/CR,"CAMPO DE SAN JUAN, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,CS,,,
14.003324/CR,"RUBIO VELAZQUEZ, CARLOS MANUEL",Ciudad Real/CASTELLAR DE SANTIAGO,EPC,,,
40.063395/AB,"CALIMAR, S.A.",Albacete/ALBACETE,"CS, RW",,,
26.017926/CU,ALIMENTOS COMO EN CASA S.L.,Cuenca/PICAZO (EL),PP,,MP,
12.022946/TO,"MAKRO AUTOSERVICIO MAYORISTA, S.A.",Toledo/OLIAS DEL REY,PP,,,
10.026501/CU,PORRAS FRAILE MARIA JOSE,Cuenca/TRESJUNCOS,"MM, MP",,,
10.026510/TO,"BERNABÉ GÓMEZ, ANDRÉS",Toledo/AÑOVER DE TAJO,"MM, MP",,,
40.063976/GU,"RUBIATO PAREDES, S.L.",Guadalajara/GUADALAJARA,CS,,,
10.026521/AB,"CARPENA TARRAGA, FRANCISCO MANUEL",Albacete/ALBATANA,"CS, MM, MP, PP",,"BL, MP",
10.026522/CR,"FELICES SANROMA, JULIO",Ciudad Real/VALDEPEÑAS,"CP, MM, MP, PP",,MP,
26.017986/CU,"CORTIJO AROCA, MARIA YANET",Cuenca/VILLANUEVA DE LA JARA,PP,,MP,
14.003338/TO,"COBARDES Y GALLLINAS, SL.",Toledo/PAREDES DE ESCALONA,EPC,,,
10.026532/TO,ANGOMI 1372 S.L.,Toledo/SAN BARTOLOME DE LAS ABIERTAS,"CP, MM, MP, PP",,MP,
12.022981/CR,"HERVAS MEGIAS, FRANCISCO",Ciudad Real/POZUELO DE CALATRAVA,PP,,SN,
10.026547/AB,"CARNES Y EMBUTIDOS BALTERRA, S.L.",Albacete/CASAS-IBAÑEZ,"CP, MM, MP, PP",,"BL, MP",
10.026568/GU,"RUBIATO PAREDES, S.L.",Guadalajara/GUADALAJARA,"CP, MM, MP, PP",,MP,
14.003349/TO,"APARADOS CURRITOS, S.L.",Toledo/SANTO DOMINGO-CAUDILLA,EPC,,,
40.064929/AB,"FELIPE PALACIOS, JUAN MANUEL",Albacete/ALBACETE,WM,,,
15.008337/CR,"CRIADO RUBIO, SANTIAGO",Ciudad Real/CINCO CASAS,PP,,,
10.026622/CR,"EMBUTIDOS ISAMAR, S.L.",Ciudad Real/MALAGON,"MM, MP, PP",,MP,
14.003366/TO,"RODRÍGUEZ PICAPORTE, ÁNGEL",Toledo/GALVEZ,EPC,,,
15.008340/CU,CENTRAL QUESERA CAMPOLLANO S.L.,Cuenca/PEDROÑERAS (LAS),PP,,,
15.008341/TO,"MUÑOZ GÓMEZ, MARÍA PILAR",Toledo/CARRICHES,PP,,,
40.065045/CR,"LOPEZ LOPEZ, JUAN MANUEL",Ciudad Real/SOCUELLAMOS,RW,,,
40.065062/CU,"HORTICOLAS NAVARRO PARRILLA, S.L.",Cuenca/ALBERCA DE ZANCARA (LA),CS,,,
12.023104/AB,"BENITEZ CASCO, MIRNA MABEL",Albacete/ALBACETE,PP,,,
