Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
12.04209/T,CADEMAR SCCRL,Tarragona/ALCANAR,"CS, DC, PC",,,
12.04269/GE,PEIXOS CALSINA BOSCH CB,Girona/LLANÇA,"CS, PP, FFP",,,
12.04390/B,CONSIGNACIONES MEDITERRANEA SL,Barcelona/BARCELONA,"WM, FFP",,,
12.04461/B,JUAN ROQUETA E HIJOS SA,Barcelona/BARCELONA,"WM, FFP",,,
12.04603/GE,ANXOVES ELS PESCADORS DE L'ESCALA SL,Girona/ESCALA (L'),PP,,,
12.04605/T,PRATS AQÜICULTURA SL,Tarragona/ALDEA (L'),"DC, PC",,,
12.04606/GE,"CANO HIDALGO, JOAN",Girona/RIPOLL,CS,,,
12.04858/B,BONAPESCA SA,Barcelona/BARCELONA,"WM, FFP",,,
12.04868/T,COFRADIA DE PESCADORES DE L'AMPOLLA,Tarragona/AMPOLLA (L'),"DC, AH",,,
12.04904/B,PEIXOS POVEDANO SL,Barcelona/VIC,CS,,,
12.04939/T,CONFRARIA DE PESCADORS DE LES CASES D'ALCANAR,Tarragona/ALCANAR,"DC, FFP, AH",,,
12.05061/B,PAIRO FISH SL,Barcelona/BADALONA,PP,,,
12.05074/T,COFRADIA DE PESCADORS VIRGEN DEL CARMEN,Tarragona/SANT CARLES DE LA RAPITA,"RW, DC, PC, FFP, AH",,,
12.05215/B,SALAONS MORENO SA,Barcelona/BARCELONA,PP,,,
12.05347/B,PESCADOS MAS CB,Barcelona/MANRESA,CS,,,
12.05530/B,MANET IMPORT SL,Barcelona/BARCELONA,"WM, FFP",,,
12.05557/T,"PEIXOS SAVALL, S.A.",Tarragona/CAMBRILS,"PP, FFP",,,
12.05789/GE,CONFRARIA PESCADORS SANT FELIU GUIXOLS,Girona/SANT FELIU DE GUIXOLS,"RW, DC, AH",,,
12.05807/GE,CONFRARIA DE PESCADORS DE BLANES,Girona/BLANES,"CS, RW, DC, AH",,,
12.05808/GE,CONFRARIA DE PESCADORS DE LLANÇA,Girona/LLANÇA,"DC, AH",,,
12.05857/B,CONFRARIA DE PESCADORS DE VILANOVA I LA GELTRU,Barcelona/VILANOVA I LA GELTRU,"DC, AH",,,
12.05887/B,COFRADIA DE PESCADORES SANT TELMO,Barcelona/ARENYS DE MAR,"DC, AH",,,
12.06045/GE,PEIX I MARISC SALVADOR TOSSA SL,Girona/TOSSA DE MAR,"CS, RW",,,
12.06088/T,COFRADIA DE PESCADORES DE DELTEBRE,Tarragona/DELTEBRE,"DC, PC, AH",,,
12.06089/B,MERCADOS DE ABASTECIMIENTOS DE BARCELONA SA,Barcelona/BARCELONA,WM,,,
12.06090/B,COFRADIA DE PESCADORES DE BARCELONA,Barcelona/BARCELONA,AH,,,
12.06129/T,FRIGORIFICOS LLUIS SA,Tarragona/TORTOSA,RW,,,
12.06496/GE,PEIXOS DE PALAMOS SL,Girona/PALAMOS,"CS, PP, FFP",,,
12.06690/B,VIDELA CONSIGNACIONES SA,Barcelona/BARCELONA,"WM, FFP",,,
12.06693/B,SARDANET SL,Barcelona/BARCELONA,"WM, FFP",,,
12.06694/B,GARCIA I REQUENI SA,Barcelona/BARCELONA,"WM, FFP",,,
12.06698/B,PI MANSERGAS ALCARRAZ SA,Barcelona/BARCELONA,"WM, FFP",,,
12.06699/B,BARCINO CONSIGNACIONS SL,Barcelona/BARCELONA,"WM, FFP",,,
12.06721/B,BACALLA J. OMS SL,Barcelona/MANRESA,"PP, FFP",,,
12.06723/T,CULTIUS MARINS DEL DELTA DE L'EBRE SA,Tarragona/DELTEBRE,"CS, DC, PC",,,
12.06724/L,PESCALLEIDA SL,Lleida/LLEIDA,"CS, PP",,,
12.06743/B,PATES I FUMATS AIMAR SL,Barcelona/MANLLEU,"CS, PP",,,
12.06749/B,CONGELADOS ALTAMAR SA,Barcelona/BARCELONA,"WM, FFP",,,
12.06953/B,AHUMADOS ARTE SL,Barcelona/SANT CLIMENT DE LLOBREGAT,PP,,,
12.06956/B,CASA TARRADELLAS SA,Barcelona/GURB,PP,,,
12.07009/B,MARENDINS SL,Barcelona/VILANOVA I LA GELTRU,DC,,,
12.07087/B,CONGELADOS Y ESPECIALIDADES BARRUFET SL,Barcelona/BARCELONA,"CS, PP, FFP",,,
12.07090/B,BAGES CARGOL SL,Barcelona/FONOLLOSA,PP,,SN,
12.07092/B,MIGUEL MEDICIS SA,Barcelona/BARCELONA,WM,,,
12.07093/B,GARCIMAR SL,Barcelona/BARCELONA,"WM, FFP",,,
12.07094/B,CES CONSIGNACIONES SA,Barcelona/BARCELONA,"WM, FFP",,,
12.07179/GE,CHARCUTERIA Y COCINADOS SA,Girona/CASSA DE LA SELVA,PP,,,
12.07184/B,MARESMAR SL,Barcelona/BARCELONA,"CS, PP, DC, PC, FFP",,,
12.07437/B,MARISCOS LAUMAR SL,Barcelona/BARCELONA,"RW, DC, PC, FFP",,,
12.07500/GE,FILL DE J. CALLOL I SERRATS SL,Girona/ESCALA (L'),"CS, PP",,,
12.07502/B,ANCHOAS SUAU SL,Barcelona/GRANOLLERS,PP,,,
12.07707/B,ALIMENTOS FRIORIZADOS SA,Barcelona/BARBERA DEL VALLES,"CS, PP, FFP",,,
12.07766/B,OSONA DE ALIMENTACION SA,Barcelona/TARADELL,"CS, PP",,,
12.07793/B,COMERCIAL DE PESCADOS MAR FISH SL,Barcelona/BARCELONA,"PP, FFP",,,
12.07904/GE,PALAMOS MAR SL,Girona/CALONGE,"PP, FFP",,,
12.07977/B,OTABARNA SA,Barcelona/BARCELONA,"CS, RW, PP, FFP",,,
12.08041/B,PESCADOS SEPAL SL,Barcelona/BARCELONA,"PP, FFP",,,
12.08059/T,MANIPULACIÓ DEL PEIX DOMENECH SL,Tarragona/CONSTANTI,"CS, PP, FFP",,,
12.08063/B,"MUÑOZ RUIZ, JAVIER",Barcelona/MASNOU (EL),PP,,,
12.08084/B,CARLOS PIERNAS DEL AMOR SL,Barcelona/SANTA PERPETUA DE MOGODA,"CS, PP",,,
12.08092/T,PEIXOS I MARISC RAUL SL,Tarragona/ALCANAR,CS,,,
12.08119/GE,FRIGORIFICOS LOPESCA SL,Girona/SANT FELIU DE GUIXOLS,FFP,,,
12.08256/L,"SUPSA, SUPERMERCATS PUJOL SL",Lleida/LLEIDA,"PP, FFP",,,
12.08258/B,MUNDIFRES SA,Barcelona/BARCELONA,PP,,,
12.08285/T,"CABO NORTE 2014, SA",Tarragona/REUS,RW,,,
12.08363/T,PEIXOS GUZMAN CB,Tarragona/AMETLLA DE MAR (L'),CS,,,
12.08510/GE,SOLIPESCA SL,Girona/SANT FELIU DE GUIXOLS,"CS, RW",,,
12.08522/T,MARISC CATALA SL,Tarragona/DELTEBRE,"PP, DC, PC",,,
12.08548/GE,PEIXOS PUIGNAU SA,Girona/AIGUAVIVA,FFP,,,
12.08682/T,FOMAT SA,Tarragona/SARRAL,PP,,,
12.08688/GE,PEIXOS MAR PLA DE HNOS. MARTINEZ SL,Girona/PALAU-SAVERDERA,CS,,,
12.08751/B,ICELAND SEAFOOD SL,Barcelona/VILADECAVALLS,"CS, RW, PP",,,
12.08754/GE,ACEITUNAS LA TORTOLA SL,Girona/BLANES,CS,,,
12.08757/B,JUAN ROQUETA E HIJOS SA,Barcelona/BARCELONA,"CS, PP, FFP",,,
12.08823/GE,MANIPULADOS CONGELADOS MIRANGELS SL,Girona/OLOT,"RW, PP",,,
12.08859/T,ICEBERG 33 SL,Tarragona/ROQUETES,PP,,,
12.08942/T,CETAREA DE PRODUCTOS DEL MAR SL,Tarragona/AMPOLLA (L'),"CS, PP, DC, PC, FFP",,,
12.09216/B,PEIXOS GALLART SL,Barcelona/VIC,CS,,,
12.09219/T,PEIXOS I MARISC EL CASERO SL,Tarragona/ALCANAR,"CS, PP, FFP",,,
12.09375/GE,FRANCISCO PUIG MASJUAN S.A.,Girona/GIRONA,"RW, PP",,,
12.09587/T,"BATLLE ROSELLO, DANIEL",Tarragona/BORGES DEL CAMP (LES),CS,,,
12.09589/B,SERAFI I FILLS SA,Barcelona/BARCELONA,"WM, FFP",,,
12.09631/B,PESCADOS VIDELA SA,Barcelona/BARCELONA,"DC, FFP",,,
12.09641/B,AROFISH SL,Barcelona/BARCELONA,"WM, FFP",,,
12.09721/B,BACALLANERIES RAFOLS SL,Barcelona/PALLEJA,PP,,,
12.09733/B,SIRO & XAVI SL,Barcelona/PALAFOLLS,"RW, PP",,,
12.09932/B,COSES DE CASA NOSTRE SLU,Barcelona/BARCELONA,"PP, FFP",,,
12.10003/T,LABOREM DERTUSA SL,Tarragona/TORTOSA,PP,,,
12.10107/T,PEIXOS SAVALL SA,Tarragona/CAMBRILS,"PP, DC, FFP",,,
12.10215/GE,PEIXOS MIQUEL SL,Girona/ROSES,"RW, DC",,,
12.10239/GE,PEIXOS CO-MAR SL,Girona/SANT FELIU DE BUIXALLEU,"CS, PP",,,
12.10255/B,EUROMARISC 1988 SL,Barcelona/BARCELONA,CS,,,
12.10512/B,SUPERFICIES DE ALIMENTACION SA,Barcelona/BARCELONA,CS,,,
12.10515/GE,COMERÇ DE PEIXOS ROS SL,Girona/BLANES,"PP, FFP",,,
14.00002/GE,AVICOLA SANT JORDI & JUANOLA SA,Girona/SANT JORDI DESVALLS,"CS, EPC",,,
14.00027/B,OUS CLARASSO CB,Barcelona/IGUALADA,EPC,,,
14.00047/T,COPAIN SL,Tarragona/REUS,PP,,,
14.00436/L,ANGEL BALDOMA SA,Lleida/BALAGUER,"PP, EPC",,,
14.00442/T,PRODUCCION Y COMERCIALIZACION AVICOLA SA,Tarragona/REUS,PP,,,
14.00452/GE,LIDEROU SL,Girona/MAIA DE MONTCAL,"CS, EPC",,,
14.00459/L,ROVELL DEL SIÓ SL,Lleida/PLANS DE SIO (ELS),EPC,,,
14.00464/T,GRANJAS FERRE SL,Tarragona/AMPOSTA,EPC,,,
14.00467/T,AVIPAT SL,Tarragona/ALCOVER,"CS, EPC",,,
14.00478/T,AGUSTIN ROIG SA,Tarragona/TORTOSA,EPC,,,
14.00484/T,GRANJAS PRIO SL,Tarragona/PERAFORT,EPC,,,
14.00502/B,GRANGES DEL MONTSENY SL,Barcelona/SANT PERE DE VILAMAJOR,EPC,,,
14.00725/B,GRANJA AVICOLA COLL SL,Barcelona/CALDES DE MONTBUI,EPC,,,
14.00856/T,"RAURICH ROVIROSA, LIDIA",Tarragona/VENDRELL (EL),EPC,,,
14.00905/B,AVICOLA FRAUCA SL,Barcelona/CALAF,EPC,,,
14.00911/B,AVICOLA SURIA SL,Barcelona/SURIA,EPC,,,
14.00921/T,GRANJA VIDAL SL,Tarragona/CAMBRILS,"CS, EPC",,,
14.00944/T,"CAPARO GUINART, ANTONIO",Tarragona/RIUDOMS,EPC,,,
14.00966/GE,GRANJA MONT-ROIG SL,Girona/CASSA DE LA SELVA,"CS, EPC",,,
14.00980/T,"NOLLA MALLAFRE, JOSEP",Tarragona/CAMBRILS,EPC,,,
14.01021/GE,OUFIL OVOPRODUCTES SL,Girona/RIUDELLOTS DE LA SELVA,PP,,,
14.01038/B,GRANJAS LLEONART Y SUBIRANA SA,Barcelona/ULLASTRELL,"PP, EPC",,,
14.01050/B,COLL SCP,Barcelona/CASTELLVI DE LA MARCA,CS,,,
14.01066/T,SANA EXPLOTACIONES AVICOLAS S.L.,Tarragona/CONSTANTI,EPC,,,
14.01077/L,SAGRA SA,Lleida/FONDARELLA,"CS, EPC",,,
14.01101/B,"ROSELL BATLLE, JOAN",Barcelona/SENTMENAT,EPC,,,
14.01133/L,YAK FABRICA DE PIENSOS COMPUESTOS SL,Lleida/SANT GUIM DE FREIXENET,EPC,,,
14.01220/T,"VIVES MORATO, JOAN CARLES",Tarragona/CABRA DEL CAMP,EPC,,,
14.01226/GE,AVICOLA DEL GIRONES SL,Girona/SANT JULIA DE RAMIS,EPC,,,
14.01360/B,"PONS ARMENGOL, ANTONIO",Barcelona/FONT-RUBI,EPC,,,
14.01367/L,SAT 5749 CODORNICES URGELL,Lleida/JUNEDA,"CS, EPC",,,
14.01416/B,GRANJA RAMOS E HIJOS SL,Barcelona/SANT PERE DE VILAMAJOR,EPC,,,
14.01421/T,"ESCODA PIÑOL, JOSEP",Tarragona/MORA LA NOVA,EPC,,,
14.01461/B,AGUSTI COLL SA,Barcelona/BARCELONA,"CS, EPC",,,
14.01492/T,GRANGES DUCH SL,Tarragona/GARIDELLS (ELS),EPC,,,
14.01565/T,"SAROBE ALEPUZ, LLUIS",Tarragona/RIUDOMS,EPC,,,
14.01566/B,AVICOLA LOLI SL,Barcelona/CASTELLBISBAL,EPC,,,
14.01647/B,SONSORTA SA,Barcelona/DOSRIUS,EPC,,,
14.01648/B,"MARIMON CARULLA, JOSEP MARIA",Barcelona/MONTMANEU,EPC,,,
14.01672/L,AVÍCOLA GARGANTE SL,Lleida/SANT GUIM DE LA PLANA,EPC,,,
14.01692/GE,AVICOLA DE MEDINYA SL,Girona/SANT JULIA DE RAMIS,EPC,,,
14.01697/B,GRANJA FERRERIA SL,Barcelona/GALLIFA,EPC,,,
14.01718/B,SAT COLL DE SANT PONÇ CAT 1077,Barcelona/SALLENT,EPC,,,
14.01741/L,AVICOLA PLA DE L'OLIVA SL,Lleida/BARONIA DE RIALB (LA),EPC,,,
14.01742/L,GRANGES FRAUCA SOLSONA SL,Lleida/TORA,EPC,,,
14.01759/L,AGROPECUARIA DE GUISSONA SCL,Lleida/SOSES,EPC,,,
14.01760/L,AGROPECUARIA DE GUISSONA SCL,Lleida/MALDA,EPC,,,
14.01786/L,AGROPECUARIA DE GUISSONA SCL,Lleida/SUNYER,EPC,,,
14.01818/L,GRANJA ROSINACH SCCL,Lleida/JUNEDA,EPC,,,
14.01831/B,CAN GUAL SCP,Barcelona/AMETLLA DEL VALLES (L'),EPC,,,
14.01850/L,AVICOLA LOPEZ DOMINGO SL,Lleida/SOSES,EPC,,,
14.01876/B,MITJADOTZENA SL,Barcelona/BARCELONA,CS,,,
14.01896/B,EL RULL - CAN MASPONS SL,Barcelona/BIGUES I RIELLS,EPC,,,
14.01909/B,AVICOLA VINYALS SL,Barcelona/MATARO,"CS, EPC",,,
14.01939/T,MIQUEL ÀNGEL MARGELÍ NOGUES,Tarragona/REUS,EPC,,,
14.01959/L,"AVÍCOLA VILAMAJÓ, S.L.",Lleida/BELLPUIG,EPC,,,
14.01960/L,AVICOLA TOLSA SL,Lleida/VILA-SANA,EPC,,,
14.01961/T,"PLANA SENDRA, JOSEP MARIA",Tarragona/PUIGPELAT,EPC,,,
14.01972/B,AVICOLA GRIERA SL,Barcelona/RUBI,CS,,,
14.02003/L,AGROPECUARIA DE GUISSONA SCL,Lleida/ARBECA,EPC,,,
14.02058/L,VILELLA & FARÍAS SL,Lleida/CASTELLDANS,EPC,,,
15.00093/L,INDUSTRIAS LÁCTEAS DE MOLLERUSSA SLU,Lleida/MOLLERUSSA,PP,,,
15.00256/GE,LLETERA INDUSTRIAL LACTIA SL,Girona/VIDRERES,PP,,,
15.00355/B,POSTRES MASGRAU SL,Barcelona/SANT VICENÇ DE TORELLO,PP,,,
15.00366/L,CADI SCCL,Lleida/SEU D'URGELL (LA),PP,,,
15.00773/B,PRODUCTES LACTICS MASACHS SAT 948,Barcelona/SALLENT,PP,,,
15.00780/B,"ANGLADA PUIGCERVER, JORDI",Barcelona/ESQUIROL (L´),PP,,,
15.00783/B,DANONE SA,Barcelona/PARETS DEL VALLES,PP,,,
15.00785/B,"PUJOL GRAU, RAMON",Barcelona/GURB,PP,,,
15.00793/B,MASIA CAN FERMI CB,Barcelona/MARGANELL,PP,,,
15.00795/B,CAL PUJOLET SCP,Barcelona/MARGANELL,PP,,,
15.00800/B,LES BONES COSES DEL MONTSERRAT SL,Barcelona/CASTELLBELL I EL VILAR,"CS, PP",,,
15.00802/B,"COSTA LOPEZ, ROGER",Barcelona/MARGANELL,PP,,,
15.00803/B,BCR 129 SL,Barcelona/LLIÇA D'AMUNT,PP,,,
15.00804/B,SAT 759,Barcelona/AMETLLA DEL VALLES (L'),PP,,,
15.00807/B,LA BOTIGA D'ULLASTRELL SL,Barcelona/ULLASTRELL,PP,,,
15.00840/GE,LACTICS RICOST SL,Girona/LLAGOSTERA,PP,,,
15.00900/B,LACTICS SABORIT SL,Barcelona/BARCELONA,PP,,,
15.00929/B,LACTEOS DEL VALLES S.A.,Barcelona/GRANOLLERS,PP,,,
15.00943/L,"FORMATGES NADAL, SCP",Lleida/TARREGA,PP,,,
15.00978/B,"SANTAMARIA MARTINEZ, JORDI",Barcelona/MARGANELL,PP,,,
15.00989/B,FORMATGERIES MONTBRU SA,Barcelona/IGUALADA,PP,,,
15.00996/B,"JIMENEZ VALLE, VICENTE",Barcelona/SANTA MARGARIDA DE MONTBUI,"CS, PP",,,
15.01002/L,FORMATGERIA SERRAT GROS SCCL,Lleida/VANSA I FORNOLS (LA),PP,,,
15.01028/L,"GARATE LOSA, ANA ISABEL",Lleida/PERAMOLA,PP,,,
15.01042/B,FORMATGERIA MOGENT SA,Barcelona/SANT ANTONI DE VILAMAJOR,PP,,,
15.01103/B,FORMATGES CAN PUJOL SL,Barcelona/VILASSAR DE DALT,PP,,,
15.01104/B,FORMATGE BAUMA SL,Barcelona/BORREDA,PP,,,
15.01157/L,"BUSCALLA PONCE, FRANCESC",Lleida/PONT DE BAR (EL),PP,,,
15.01158/GE,"CA L'ALSINA, SC",Girona/PUIGCERDA,PP,,,
15.01198/B,RAMADERS DE CABRES LLETERES DE BERGUEDA SL,Barcelona/CASSERRES,PP,,,
15.01201/L,FORMATGERÍA DE CLÚA SCP,Lleida/ARTESA DE SEGRE,PP,,,
15.01204/L,EL PASTORET DE LA SEGARRA SL,Lleida/SANT GUIM DE FREIXENET,"CS, PP",,,
15.01211/GE,MAS CLAPEROL SL,Girona/OLOT,PP,,,
15.01213/B,SAT CAL SERRADOR N. 1433 CAT,Barcelona/AVIA,"CS, PP",,,
15.01240/B,CAN PERE SCCL,Barcelona/SANT PERE DE RIBES,PP,,,
15.01254/T,"NINOT BONELL, NATIVIDAD",Tarragona/LLORAC,PP,,,
15.01294/L,"MAS PINTO, ELISABET",Lleida/SANT LLORENÇ DE MORUNYS,PP,,,
15.01365/B,PRODUCTES DEL MOIANES SL,Barcelona/MOIA,PP,,,
15.01455/B,FUNDACIÓ AMPANS,Barcelona/SANT SALVADOR DE GUARDIOLA,"CS, PP",,,
15.01495/B,PRODUCTOS LACTEOS LA TOSSA SL,Barcelona/IGUALADA,"CS, PP",,,
15.01541/T,"SOLE TARRATS, JOSEP",Tarragona/POBLA DE MONTORNES (LA),PP,,,
15.01588/GE,RECUITS I FORMATGES NURI CB,Girona/ULLASTRET,PP,,,
15.01625/B,MOLI DE LA LLAVINA SCP,Barcelona/CENTELLES,PP,,,
15.01626/B,"CLOTET PUIGDOMENECH, JOSEP",Barcelona/CALDES DE MONTBUI,PP,,,
15.01660/B,LACTICS CASANUEVA SL,Barcelona/SANT VICENÇ DE CASTELLET,PP,,,
15.01662/B,HOCHLAND ESPAÑOLA SA,Barcelona/VILADECANS,"RW, PP",,,
15.01675/L,"FORMATGE ECOLÒGIC DE PUIGCERVER, SCP",Lleida/SENTERADA,PP,,,
15.01686/B,"MARTINEZ CARRERAS, AITOR",Barcelona/CALDES DE MONTBUI,PP,,,
15.01741/GE,MAS NEGRE CB,Girona/CORÇA,PP,,,
15.01775/GE,RECUITS DE FONTETA SL,Girona/FORALLAC,PP,,,
15.01801/GE,LA FAGEDA FUNDACIÓ,Girona/SANTA PAU,PP,,,
15.01815/GE,"PUIGCORBÉ SABATA, MARINA",Girona/LLOSSES (LES),PP,,,
15.01825/B,PRODUCTES EL CANADELL SL,Barcelona/SANTA MARIA D'OLO,PP,,,
15.01854/GE,"CORCOY JUANOLA, JOAN",Girona/RIBES DE FRESER,PP,,,
15.02066/B,GRANJA CAL PORTA SCP,Barcelona/SANT FRUITOS DE BAGES,"CS, PP",,,
15.02067/B,LACTICS VIDAL SL,Barcelona/SANT QUIRZE DEL VALLES,CS,,,
15.02185/B,EXPLOTACIÓ RAMADERA GERMANS COMAS SL,Barcelona/SANTA EUGENIA DE BERGA,PP,,,
15.02256/GE,"PASCUAL MERCADER, JOAQUIM",Girona/CABANELLES,PP,,,
15.02342/GE,INDUXTRA DE SUMINISTROS LLORELLA SA,Girona/PORQUERES,PP,,,
15.02404/GE,FORMATGERIA ROURA SOLER SL,Girona/SANT PAU DE SEGURIES,PP,,,
15.02536/B,TOT FORMATGE 2 SL,Barcelona/SANT FELIU DE LLOBREGAT,CS,,,
15.02551/L,"PLA GEAN, MANUEL",Lleida/AITONA,PP,,,
15.02555/B,"FORMATGE BAGES, PERE",Barcelona/TORRELLES DE FOIX,"RW, PP",,,
15.02593/L,TROS DE SORT SL,Lleida/SORT,PP,,,
15.02648/GE,LA MOIXA CB,Girona/LLANARS,PP,,,
15.02659/GE,FUNDACIÓ PRIVADA MAP,Girona/RIPOLL,PP,,,
15.02667/B,BRINA SL,Barcelona/MOLLET DEL VALLES,PP,,,
15.02711/T,PIZARRO FORMATGERS S.L.,Tarragona/CORNUDELLA DE MONTSANT,PP,,,
15.02712/T,FORMATGERIA MARVALL SL,Tarragona/VENDRELL (EL),PP,,,
15.02733/B,CAL CARLOT SAT,Barcelona/SANT JOAN DE VILATORRADA,PP,,,
15.02772/B,"MALTAS MOLIST, EDUARD",Barcelona/VILASSAR DE MAR,CS,,,
15.02788/L,LA PEÇA D'ALTRON SL,Lleida/SORT,PP,,,
15.02812/B,PREPARADOS ALIMENTICIOS SIMAT SL,Barcelona/HOSTALETS DE PIEROLA (ELS),PP,,,
15.02842/B,GRANJA TORRE D'EN ROCA SL,Barcelona/SALLENT,PP,,,
15.02851/B,"PONSA CLAVEROL, XAVIER",Barcelona/TAGAMANENT,PP,,,
15.02858/L,ARNALOT-SUBIAS SCP,Lleida/VALL DE CARDOS,PP,,,
15.02918/GE,"RIBOT FLIX, JAUME",Girona/LLIVIA,"CS, PP",,,
15.02937/B,"DE LA CONCEPCIO MIR, MONTSERRAT",Barcelona/VECIANA,PP,,,
15.03064/T,"SALSENCH ESCODA, MARCEL",Tarragona/COLLDEJOU,PP,,,
15.03356/B,PRODUCTOS ALIMENTARIOS PRAL SA,Barcelona/ORRIUS,PP,,,
15.03748/GE,SANT DALMAI SAU,Girona/VILOBI D'ONYAR,PP,,,
15.03852/GE,"PUIGDEVALL PAGES, CASIMIR",Girona/VALL DE BIANYA (LA),PP,,,
16.00001/B,VANDEMOORTELE IBERICA SA,Barcelona/SANTA PERPETUA DE MOGODA,PP,,,
16.02797/B,GUSTAV HEESS SL,Barcelona/SANTA PERPETUA DE MOGODA,CS,,,
26.00025/B,AUDENS FOOD SA,Barcelona/GRANOLLERS,PP,,MP,
26.00065/B,GALLINA BLANCA FABRICACION SLU,Barcelona/SANT JOAN DESPI,PP,,MP,
26.00150/B,MSCLNS 2009 SL,Barcelona/PRAT DE LLOBREGAT (EL),PP,,,
26.00229/GE,CONGELADOS REIXACH SA,Girona/VALL D'EN BAS (LA),PP,,MP,
26.00293/B,PRODUCTOS ALIMENTICIOS FRESCOS SL -SOCIEDAD UNIPERSONAL-,Barcelona/GRANOLLERS,PP,,MP,
26.00298/B,AUDENS FOOD S.A.,Barcelona/BALSARENY,PP,,MP,
26.00740/B,GEDESCO SA,Barcelona/MONTCADA I REIXAC,PP,,,
26.00758/B,JAIPECA SL,Barcelona/SANT CUGAT DEL VALLES,PP,,MP,
26.00777/B,MASIA BARTRES CATERING SL,Barcelona/SANT ANDREU DE LLAVANERES,PP,,MP,
26.00779/GE,CONGELATS OLOT SL,Girona/ARGELAGUER,PP,,MP,
26.00822/B,APAT'S FOOD SL,Barcelona/SANT FELIU DE CODINES,PP,,MP,
26.00830/B,PRECOCINADOS LA BONA CUINA SL,Barcelona/IGUALADA,PP,,MP,
26.01443/B,CARENZO SA,Barcelona/BARCELONA,PP,,MP,
26.01470/T,GRIFFITH FOODS SAU,Tarragona/VALLS,PP,,MP,
26.02027/B,RAMTAUB S.A.,Barcelona/RIPOLLET,PP,,MP,
26.02042/B,CANELONS PUBILL SL,Barcelona/VILANOVA I LA GELTRU,PP,,MP,
26.02091/B,NUTRITION & SANTE IBERIA SL,Barcelona/CASTELLTERÇOL,PP,,MP,
26.02186/B,LA PIARA SAU,Barcelona/MANLLEU,PP,,MP,
26.02200/B,VIFITI SL,Barcelona/MOLLET DEL VALLES,PP,,MP,
26.02248/GE,"CARDONA ORELLANA, JOSEFINA",Girona/OLOT,PP,,MP,
26.02437/B,BOCREP SL,Barcelona/GRANOLLERS,PP,,MP,
26.02507/B,LES PALMERINES SCP,Barcelona/PALMA DE CERVELLO (LA),PP,,MP,
26.02601/B,PRECUINATS ALSINA SL,Barcelona/GIRONELLA,PP,,MP,
26.02683/B,ESPECIALIDADES DA GIORGIO SL,Barcelona/SANT ANDREU DE LA BARCA,PP,,MP,
26.02750/B,BIOIBERICA SAU,Barcelona/PALAFOLLS,PP,,,
26.02775/B,MERITEM SA,Barcelona/IGUALADA,PP,,MP,
26.02788/T,CATERING PERE SCP,Tarragona/REUS,PP,,MP,
26.02832/B,FREIGEL FOODSOLUTIONS SA,Barcelona/SANT FRUITOS DE BAGES,PP,,MP,
26.02934/GE,RESTANOVA SL,Girona/PALAMOS,PP,,MP,
26.03147/B,CATERING DE L'ANOIA SL,Barcelona/IGUALADA,PP,,MP,
26.03273/B,"TRADICIÓ, ARTESANIA I CUINA JGE, S.L.",Barcelona/VIC,PP,,MP,
26.03543/B,CASA TARRADELLAS SA,Barcelona/GURB,PP,,MP,
26.03544/B,CATERING PUNT D'ALIMENTACIO SL,Barcelona/SALLENT,PP,,MP,
26.03579/B,PRECOCINADOS ORTEGA SL,Barcelona/IGUALADA,PP,,MP,
26.03732/GE,CHARCUTERIA Y COCINADOS SA,Girona/CASSA DE LA SELVA,PP,,MP,
26.03850/B,"CATERING VOSTRA CUINA, SL",Barcelona/SANT QUIRZE DEL VALLES,PP,,MP,
26.03945/T,ESTERVALL SA,Tarragona/REUS,PP,,MP,
26.03973/B,CORE RESTAURACIO SL,Barcelona/GRANOLLERS,PP,,MP,
26.04256/GE,LLOVERAS XARCUTERS SC,Girona/CASSA DE LA SELVA,PP,,MP,
26.04326/B,BO DE DEBO SL,Barcelona/SANT VICENÇ DE CASTELLET,PP,,MP,
26.04341/B,GRUP AVICOLA DEL MARESME SL,Barcelona/MALGRAT DE MAR,PP,,MP,
26.04453/B,MUÑIDO Y GARRIDO SL,Barcelona/CUBELLES,PP,,MP,
26.04454/T,REST-TARRACO SL,Tarragona/TARRAGONA,PP,,MP,
26.04471/B,EMBOTITS MEDRAN SL,Barcelona/SABADELL,PP,,MP,
26.04577/B,FUNDACIO PRIVADA CASSIA JUST,Barcelona/SANT BOI DE LLOBREGAT,PP,,MP,
26.04694/B,"KPROFITI, SL",Barcelona/TERRASSA,PP,,MP,
26.04758/B,CONSERVES FERRER SA,Barcelona/SANTPEDOR,PP,,MP,
26.04768/GE,ADNEHO SL,Girona/VALL-LLOBREGA,PP,,MP,
26.04771/B,ASSOC. DE PARES IGUALADINS DE NENS I ADOLESCENTS SUBDOTATS,Barcelona/PRATS DE REI (ELS),PP,,MP,
26.04826/B,PAIRO FISH SL,Barcelona/BADALONA,PP,,MP,
26.04828/B,JOSEP MARIA MITJANS SL,Barcelona/OLERDOLA,PP,,MP,
26.04843/GE,INSTITUT DE RECERCA I TECNOLOGIA AGROALIMENTARIES,"Girona/CRUÏLLES, MONELLS I SANT SADURNI DE L'HEURA",PP,,MP,
26.04846/B,VESPELLA D'ESPLAI SL,Barcelona/GURB,PP,,MP,
