Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.01802/SA,ANGEL OLIVA MATEOS,Salamanca/SAN MIGUEL DE VALERO,"MM, MP, PP",,MP,
10.01818/SA,"ABUNDIO MATAS, S. L .",Salamanca/LEDRADA,"RW, PP",,MP,
10.01852/SA,"JAMONES Y EMBUTIDOS HPM, S. L.",Salamanca/LEDRADA,PP,,MP,
10.01998/AV,MIGUEL ANGEL SORIANO MUÑUMEL,Ávila/NAVAS DEL MARQUES (LAS),"MM, MP, PP",,MP,
10.02017/SO,CARNICAS LLORENTE SL,Soria/ALMAZAN,"SH, CP, PP",P,MP,
10.02018/ZA,"AVICOLA GALOCHA, S. L.",Zamora/SAN CRISTOBAL DE ENTREVIÑAS,"CS, SH, CP, MM, MP, MSM",A,,
10.02039/LE,"JAMONES Y EMBUTIDOS, J FERNANDEZ, S. L.",León/VILLADECANES,"CP, MM, MP, PP",,MP,
10.02073/ZA,"MELQUIADES RODRIGUEZ, S.A.",Zamora/CORESES,"CS, CP, MM, MP, PP",,MP,
10.02080/SG,ZACARIAS MUÑOZ GARCIA S. L.,Segovia/LOSA (LA),PP,,MP,
10.02081/SG,"FRUCTUOSO LLORENTE E HIJOS, S. A.",Segovia/CARBONERO EL MAYOR,PP,,MP,
10.02086/LE,"PRODUCTOS CARNICOS HERMANOS RABADAN, S. A.",León/LEON,"RW, MM, MP, PP",,MP,
10.02172/SA,"JOGOCARNE, S. L.",Salamanca/GALLEGOS DE ARGAÑAN,"CS, SH, CP, GHE, PP","wL, P, wA, wU, B, C, O, wG",MP,
10.02174/SG,MARIA ROSARIO AHIJADO RIVERA,Segovia/BOCEGUILLAS,PP,,MP,
10.02183/SG,JESUS PALOMO E HIJOS S.L.,Segovia/CANTIMPALOS,PP,,MP,
10.02219/VA,"AVICOLA DE ISCAR, S. L.",Valladolid/ISCAR,"CS, SH, CP",A,,ABP
10.02253/BU,"EMBUTIDOS LA MIRANDESA, S. L.",Burgos/MIRANDA DE EBRO,PP,,MP,
10.02280/SA,"MARCOS SOTOSERRANO, S. L.",Salamanca/SOTOSERRANO,"CS, RW, MM, MP, PP",,MP,
10.02283/SA,"JAMONES Y EMBUTIDOS TIERRA DE IBERICOS, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.02284/SA,C. B. HERMANOS MARTIN HERNANDEZ,Salamanca/GUIJUELO,PP,,MP,
10.02285/AV,"EMBUTIDOS DEL RIO, S. L.",Ávila/BECEDAS,PP,,MP,
10.02290/SA,C. B. HIJOS DE BENIGNO GUTIERREZ ROZAS,Salamanca/SAN ESTEBAN DE LA SIERRA,PP,,MP,
10.02305/SG,"EMBUTIDOS Y JAMONES HERRANZ, S. L.",Segovia/VALSECA,"SH, CP, PP",P,MP,
10.02311/AV,JOSE MANUEL MORENO MARTIN,Ávila/BARCO DE AVILA (EL),"MM, MP, PP",,MP,
10.02326/AV,"ISIDORO BLAZQUEZ, S. L.",Ávila/CRESPOS,"CP, PP",,MP,
10.02329/BU,EMBUTIDOS LA CASTELLANA S.L.,Burgos/VILLARCAYO,"SH, CP, MM, MP, PP",P,MP,
10.02345/ZA,"LA BALTRASA, S. A.",Zamora/TORO,"CP, PP",,MP,
10.02368/SG,"EMBUTIDOS POSTIGO, S. A.",Segovia/CANTIMPALOS,PP,,MP,
10.02371/BU,"EMBUTIDOS CONTRERAS, S. L.",Burgos/PRADANOS DE BUREBA,"MM, MP, PP",,MP,
10.02381/SA,"SUCESORES DE DOMICIANO GARCIA, S. A.",Salamanca/SALAMANCA,"CS, CP, MM, MP, PP",,MP,
10.02385/ZA,"JUAN JOSE LEDESMA, S. A.",Zamora/ZAMORA,"CS, CP, MM, MP, PP",,MP,
10.02405/SG,"HIJOS DE FLORENCIO SANCHO, S.L.",Segovia/CARBONERO EL MAYOR,PP,,MP,
10.02412/ZA,"EMBUTIDOS EL TURISTA, S. L.",Zamora/ROALES,"SH, CP, PP",P,MP,
10.02429/SG,"JUSTO GARCIA CALLEJO, S. L.",Segovia/CARBONERO EL MAYOR,"RW, PP",,MP,
10.02434/SO,"EMBUTIDOS MORENO SAEZ, S. L.",Soria/SORIA,"MM, MP, PP",,MP,
10.02435/ZA,FRANCISCO MAYO MARTINEZ,Zamora/UÑA DE QUINTANA,PP,,MP,
10.02443/SO,GOMEZ ZARDOYA SL,Soria/SOTILLO DEL RINCON,PP,,MP,
10.02474/AV,"SANCHEZ SANCHEZ, LUIS CARLOS",Ávila/BARCO DE AVILA (EL),PP,,MP,
10.02478/SG,"BERNARDINO PINELA GIL, S. C.",Segovia/CANTIMPALOS,PP,,MP,
10.02480/SA,"CHACINERIAS DIAZ, S. A.",Salamanca/CASTELLANOS DE MORISCOS,"CS, CP, PP",,MP,
10.02482/BU,"EMBUTIDOS DUQUE DE LERMA, S. A.",Burgos/LERMA,"MM, MP, PP",,MP,
10.02504/LE,ALFONSO ONOFRE VELEZ REMIS,León/BOÑAR,CS,,,
10.02519/LE,"CECINAS NIETO, S.L.",León/PRADORREY,PP,,MP,
10.02532/SG,"DAVID POSTIGO E HIJOS, S. A.",Segovia/CANTIMPALOS,PP,,MP,
10.02568/LE,"JAMONES ANTONIO MARTINEZ, S. L.",León/ASTORGA,"RW, CP, PP",,MP,
10.02590/SA,F.E. Y JAMONES BELISARIO BARRIGA S.A.,Salamanca/FRADES DE LA SIERRA,"SH, CP, PP",P,MP,ABP
10.02591/SA,"MARIO Y ENRIQUE GONZALEZ, S. A.",Salamanca/FRADES DE LA SIERRA,"SH, CP, PP",P,MP,
10.02595/LE,"EMBUTIDOS TAGARRA, S. L.",León/ARMELLADA,PP,,MP,
10.02652/AV,"INDUSTRIAS CARNICAS ROAL, S.L.",Ávila/TORRE (LA),"RW, SH, CP, MM, MP, PP","P, B, C, O","MP, ST",
10.02659/SA,"INDUSTRIAS CARNICAS IGLESIAS, S. A.",Salamanca/SANTA MARTA DE TORMES,"CS, MM, MP, PP",,MP,
10.02664/SA,"PEDRO NIETO, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.02669/SA,"BERNARDO HERNANDEZ, S. L.",Salamanca/GUIJUELO,"RW, CP, MM, MP, PP",,MP,
10.02676/SA,"JULIAN MARTIN, S. A.",Salamanca/GUIJUELO,"CS, RW, MM, MP, PP",,MP,
10.02678/SA,"EMBUTIDOS FILI, S. L.",Salamanca/LEDRADA,PP,,MP,
10.02679/SA,"FEPALESCA, S. A.",Salamanca/GUIJUELO,PP,,MP,
10.02681/SA,INMACULADA MARTIN NIETO,Salamanca/GUIJUELO,PP,,MP,
10.02682/SA,"FERMIN RAMOS, S. A.",Salamanca/GUIJUELO,PP,,MP,
10.02683/SA,"CARNICAS RAMOS GARCIA, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.02684/SA,"CEFERINO PARRA, S.A.",Salamanca/GUIJUELO,PP,,MP,
10.02686/SA,MATIAS RODRIGUEZ GARCIA,Salamanca/GUIJUELO,PP,,MP,
10.02687/SA,"IGNACIO CARRASCO, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.02688/SG,TEODORA POSTIGO DE ANDRES,Segovia/CANTIMPALOS,PP,,MP,
10.02690/VA,"CARNICAS BLANCO MORAL, S. L.",Valladolid/VALLADOLID,CS,,,
10.02695/SA,"PARRA GONZALEZ, S. A.",Salamanca/GUIJUELO,PP,,MP,
10.02696/SA,"SANTOS CARRASCO MANZANO, S. A.",Salamanca/GUIJUELO,PP,,MP,
10.02701/SA,"BERNARDINO RODILLA, S.L.",Salamanca/GUIJUELO,PP,,MP,
10.02706/SA,"CARLOS REYES E HIJOS, S. L.",Salamanca/TERRADILLOS,"MM, MP, PP",,MP,
10.02716/SA,"FLORENCIO SANCHEZ E HIJOS, S. L.",Salamanca/CAMPILLO DE SALVATIERRA,"SH, CP, PP",P,MP,
10.02720/SO,DIVINA HILARIA VERA SERRANO,Soria/BERATON,PP,,MP,
10.02764/SA,"PRODUCTOS IBERICOS FANISA, S. L.",Salamanca/PALOMARES,PP,,MP,
10.02765/VA,VICENTE CALLE OLMOS,Valladolid/VALLADOLID,"RW, MM, MP",,MP,
10.02771/SA,"ENRIQUE GARCIA, S. A.",Salamanca/VALDECARROS,"SH, CP, PP",P,MP,
10.02772/SA,"PRODUCTOS CASTELLANOS IBERSOL, S.L.",Salamanca/CAMPILLO DE SALVATIERRA,PP,,MP,
10.02776/SA,"JOSELITO GUIJUELO, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.02778/SA,"HELMANTICA TERRA, S.L.",Salamanca/GUIJUELO,"MM, MP, PP",,MP,
10.02779/SA,"ISAIAS HERNANDEZ VARAS, S. L.",Salamanca/CAMPILLO DE SALVATIERRA,"SH, CP, PP",P,MP,ABP
10.02783/VA,"MATADERO DE CASTILLA-RIOSECO, S.A.",Valladolid/MEDINA DE RIOSECO,"CS, SH, CP, PP","P, B, C, O",ST,
10.02785/SA,"SUCESORES DE PRIMITIVO MARTIN, S. A.",Salamanca/CAMPILLO DE SALVATIERRA,"SH, CP, PP",P,MP,
10.02788/SA,"PRODUCTOS IBERICOS GOMEZ, S. A.",Salamanca/TAMAMES,"CS, PP",,MP,
10.02791/SA,"EMBUTIDOS ARTESANOS IGLESIAS RODRIGUEZ, SL.",Salamanca/GUIJUELO,PP,,MP,
10.02792/SA,MARIA DE LOS ANGELES PICADO JUANES,Salamanca/GUIJUELO,PP,,MP,
10.02794/SA,"IBERICOS TORREON SALAMANCA, S. L.",Salamanca/VILLARES DE LA REINA,"CS, RW, SH, CP, PP",P,MP,
10.02797/SA,"FRANRODEL, S. L.",Salamanca/CAMPILLO DE SALVATIERRA,PP,,MP,
10.02802/SA,"MARTIN GOMEZ, S. A.",Salamanca/GUIJUELO,"RW, PP",,MP,
10.02803/SA,"PASCUAL HERNANDEZ MANZANO, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.02804/SA,"FELIPE HERNANDEZ JIMENEZ E HIJOS, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.02805/SA,JOSE ANTONIO GARCIA S.L.,Salamanca/GUIJUELO,"CP, PP",,MP,
10.02806/SA,"AGUSTIN LUIS GOMEZ E HIJOS, S. A.",Salamanca/GUIJUELO,PP,,MP,
10.02807/SA,"EDUARDO HERNANDEZ, S.L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.02812/SA,"JUSTINO PARRA, S.L.",Salamanca/GUIJUELO,"CS, PP",,MP,
10.02813/SA,"GERARDO MANZANO, S.L.",Salamanca/GUIJUELO,PP,,MP,
10.02814/SA,"ROYEME SPANISH DELI, S. L.",Salamanca/CAMPILLO DE SALVATIERRA,"CS, RW, PP",,MP,
10.02818/SA,"ATILANO GONZALEZ GOMEZ, S. L.",Salamanca/LEDRADA,PP,,MP,
10.02874/SA,"GUIJUELO GOURMET, S.L.",Salamanca/CAMPILLO DE SALVATIERRA,"CP, PP",,MP,
10.02875/SA,ANA CRISTINA SANCHEZ MARTIN,Salamanca/CAMPILLO DE SALVATIERRA,"CP, PP",,MP,
10.02876/SA,"CHACINAS LOBEL, S.L.",Salamanca/CAMPILLO DE SALVATIERRA,"CS, CP, PP",,MP,
10.02883/SA,"CARNICAS GREGORIO RODRIGUEZ, S. L.",Salamanca/LEDRADA,PP,,MP,
10.02887/SA,"FLORENCIO GOMEZ, S. A.",Salamanca/LEDRADA,PP,,MP,
10.02895/SA,"""COENYCO"" SOCIEDAD COOPERATIVA LIMITADA",Salamanca/PEÑARANDA DE BRACAMONTE,"RW, PP",,MP,
10.02925/LE,"HIJOS DE FRANCISCO MIGUEL, S. L.",León/ASTORGA,PP,,MP,
10.02942/VA,"OVIDIO GOMEZ, S.A.",Valladolid/ALDEAMAYOR DE SAN MARTIN,"CP, MM, MP, PP",,MP,
10.02943/SG,C. B. DAVID SOTO E HIJOS,Segovia/NAVAS DE RIOFRIO,PP,,MP,
10.02955/SA,"IBERPORC TRADING GROUP, S.L.",Salamanca/GUIJUELO,PP,,MP,
10.02964/BU,"EMBUTIDOS MARI PAZ, S.L.",Burgos/OÑA,PP,,MP,
10.02976/SA,"CARNICAS SANTIAGO GARCIA, S.L.",Salamanca/LEDRADA,PP,,MP,
10.02977/SA,"LOS HIDALGOS DE GUIJUELO, S.L.",Salamanca/GUIJUELO,PP,,MP,
10.03001/SA,"EMBUTIDOS DUQUE, S. L.",Salamanca/BODON (EL),"CP, PP",,MP,
10.03008/P,"GIRESA PALENCIA 87, S. A.",Palencia/PALENCIA,"CS, SH, CP","P, B, C, O, S",,
10.03035/SA,"FRIGORIFICOS SALAMANCA, S. A.",Salamanca/DOÑINOS DE SALAMANCA,"CS, SH, CP, MM, MP, PP",P,MP,
10.03058/SA,"JAMONES IBERICOS MARTIN MATAS, S. L.",Salamanca/GUIJUELO,"RW, PP",,MP,
10.03060/LE,C.B. PRIETO ABAJO,León/PRIARANZA DE LA VALDUERNA,PP,,MP,
10.03078/BU,"JAMONES SANZ, S. L.",Burgos/BRIVIESCA,"CS, RW, PP",,MP,
10.03084/SA,FELIPE HERNANDEZ MARTIN,Salamanca/CIUDAD RODRIGO,PP,,MP,
10.03085/SA,"CARNICAS JOSELITO, S. A.",Salamanca/GUIJUELO,"RW, PP",,MP,
10.03139/SA,JAVIER GARCIA MATEOS,Salamanca/CESPEDOSA DE TORMES,PP,,MP,
10.03152/BU,"MORCILLAS TERE, S. L.",Burgos/QUINTANILLA-VIVAR O QUINTANILLA MOROCISLA,PP,,MP,
10.03233/SA,"MATADERO DE GUIJUELO, S. A.",Salamanca/GUIJUELO,"SH, CP, PP",P,,
10.03255/LE,"HERMANOS LAIZ MADERA, S. L.",León/BURGO RANERO (EL),PP,,MP,
10.03257/SO,"PROCESOS ALIMENTARIOS IESSO, S.COOP.",Soria/OLVEGA,"CP, MM, MP",,,
10.03264/SA,"NAZARIO E HIJOS, S. L.",Salamanca/GUIJUELO,"CS, PP",,ST,
10.03284/ZA,"EMBUTIDOS BALLESTEROS, S.L.",Zamora/TORO,"MM, MP, PP",,MP,
10.03290/LE,"NATALIO FERNANDEZ, S.L.",León/LEON,"MM, MP, PP",,MP,
10.03316/LE,"FABRICA DE EMBUTIDOS EL PINAR, S. L.",León/VILLAOBISPO DE LAS REGUERAS,"CS, RW, MM, MP, PP",,MP,
10.03328/SA,"CARNICAS DE LA MANO, S. L. U.",Salamanca/SALAMANCA,"CS, WM, CP, MM, MP, PP",,MP,
10.03341/LE,"EMBUTIDOS RODRIGUEZ, S. L.",León/SOTO DE LA VEGA,"CS, SH, CP, PP",P,MP,ABP
10.03345/AV,MARIA SANCHEZ FERRADAL,Ávila/COLILLA (LA),"RW, CP",,,
10.03368/SA,IBISMA S.L.,Salamanca/SALAMANCA,PP,,MP,
10.03424/SO,EMBUTIDOS SAN MIGUEL DEL RINCON SL,Soria/SAN PEDRO MANRIQUE,"MM, MP, PP",,MP,
10.03434/SA,"PRODUCTOS CARNICOS DOMINGO, S.L.U.",Salamanca/LEDRADA,PP,,MP,
10.03484/BU,JAMONES EL PELAYO S.L,Burgos/SALAS DE LOS INFANTES,PP,,MP,
10.03524/SA,"UNION DE INDUSTRIALES DE LEDRADA, S. A.",Salamanca/LEDRADA,"SH, CP",P,,ABP
10.03542/SA,AMADOR BAREZ MELLADO,Salamanca/ALDEAVIEJA DE TORMES,"CP, PP",,MP,
10.03551/SA,"INCAHER-DON SATURNINO, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.03574/AV,"PIGLETS, S.L.",Ávila/BARCO DE AVILA (EL),"CS, SH, CP, MM, MP, PP",P,MP,
10.03580/SA,"CAYO RODRIGUEZ, S. L.",Salamanca/LEDRADA,"CS, RW, PP",,MP,
10.03596/SG,"CARNES DE RIAZA, S. A.",Segovia/RIAZA,SH,"B, C, O",,
10.03598/BU,"FABRICA DE MORCILLAS MIGUEL Y CONCHI,S.L",Burgos/SOTOPALACIOS,PP,,MP,
10.03652/SO,"MONAGRE, S.L.",Soria/AGREDA,"SH, CP, MM, MP, PP",P,MP,
10.03713/SA,"CIBEGO, S. L.",Salamanca/LEDRADA,PP,,MP,
10.03717/SA,"BEJUPI, S. L.",Salamanca/ALDEAVIEJA DE TORMES,PP,,MP,
10.03734/SG,"LA CASQUERIA DE SEGOVIA, S. L.",Segovia/SEGOVIA,"CS, RW, PP",,ST,
10.03755/SA,"JAMONES QUERCUS, S. A.",Salamanca/BEJAR,"MM, MP, PP",,MP,
10.03758/AV,CORNEJO PEREZ C.B.,Ávila/PIEDRAHITA,"CP, PP",,MP,
10.03778/ZA,EXMAUCO S.L.,Zamora/SAN PEDRO DE LA VIÑA,PP,,MP,
10.03805/AV,JOSE LUIS BENITO GARCIA,Ávila/COLILLA (LA),"RW, CP, PP",,MP,
10.03823/AV,"JAMONES Y EMBUTIDOS SANCHEZ DIAZ, S. L.",Ávila/SANTA MARIA DEL BERROCAL,PP,,MP,
10.03836/SG,"UVE, S.A.",Segovia/CUELLAR,"SH, CP",A,,ABP
10.03849/LE,"ENTREPEÑAS, S. L.",León/GERAS,"MM, MP, PP",,MP,
10.03850/SA,"ISIDRO GONZALEZ REVILLA, S. L.",Salamanca/FUENTES DE BEJAR,"RW, CP, PP",,MP,
10.03851/SA,C. B. JUAN FRANCISCO GIL E HIJOS,Salamanca/CESPEDOSA DE TORMES,PP,,MP,
10.03866/SA,"JULIAN MARTIN, S. A.",Salamanca/GUIJUELO,"RW, PP",,MP,
10.04518/SA,"CARNICA LOS PLANTIOS, S.L.",Salamanca/GUIJUELO,"RW, MM, MP, PP",,MP,
10.04519/LE,"EMBUTIDOS VEGA DEL TUERTO, S. L.",León/SAN ROMAN DE LA VEGA,PP,,MP,
10.04521/SA,"AURELIO CASTRO Y GONZALEZ, S. A.",Salamanca/GUIJUELO,"CS, CP, MM, MP, PP",,MP,
10.04582/P,EMETERIO SANCHEZ VERGES,Palencia/VILLARRAMIEL,PP,,MP,
10.04592/AV,"CARHESAN, S. A.",Ávila/MUÑANA,"CP, MM, MP, PP",,MP,
10.04600/SA,"JAMONES EL CHARRO, S. A.",Salamanca/SOTOSERRANO,PP,,MP,
10.04604/SA,"SUCESORES DE JOSE PEREZ, S. L.",Salamanca/ALARAZ,"CP, PP",,MP,
10.04634/SA,FELIPE MUÑOZ E HIJOS S.L.,Salamanca/FUENTES DE OÑORO,"CP, PP",,MP,
10.04641/ZA,MARIA FERNANDEZ GONZALEZ,Zamora/CARBAJALES DE ALBA,PP,,MP,
10.04644/AV,"MARTIN MARTIN BLAZQUEZ, S. A.",Ávila/MUÑANA,"CS, RW, SH, CP, PP",P,MP,
10.04664/SA,"EMBUTIDOS FERMIN, S. L.",Salamanca/ALBERCA (LA),"CS, RW, SH, CP, MM, MP, PP",P,MP,
10.04696/LE,EMBUTIDOS HONORIO FUERTES ALVAREZ S.L.,León/SOTO Y AMIO,"MM, MP, PP",,MP,
10.04706/ZA,"PUENTE ROBLES, S. L.",Zamora/FERMOSELLE,"CP, PP",,MP,
10.04781/SA,"MOISES ALONSO MARTIN, S. L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.04726/SA,"JULIAN RAMOS TABARES, S. L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.04764/VA,"JUSTINO GUTIERREZ, S.L.",Valladolid/LAGUNA DE DUERO,"CS, SH, CP, MM, MP","P, B, C, O",,
10.04766/SG,"CARNICAS RUMA, S. L.",Segovia/NAVAS DE SAN ANTONIO,PP,,MP,
10.04783/ZA,"CARNICAS DIAZ DE ZAMORA, S. L.",Zamora/MORALES DEL VINO,"CS, MM, MP, PP",,MP,
10.04806/SO,SOCIEDAD COOPERATIVA JUFASCAS,Soria/AGREDA,CP,,,
10.04825/SA,"SALAZONERA IBERICA DE JAMONES, S. L.",Salamanca/SALAMANCA,"CS, PP",,MP,
10.04826/SA,"RICARDO JIMENEZ, S. L.",Salamanca/SALAMANCA,PP,,MP,
10.04830/SA,"MANUEL ANGEL RODRIGUEZ, S. L.",Salamanca/CAMPILLO DE SALVATIERRA,PP,,MP,
10.04831/SA,"JAMONES Y EMBUTIDOS JAEM, S.A.",Salamanca/VILLAR DE GALLIMAZO,"CS, SH, CP, PP",P,MP,ABP
10.04911/BU,"COMERCIAL VILLARCAYO, S.A.",Burgos/VILLARCAYO,"SH, CP, MM, MP",P,,
10.04924/AV,MARIA CRISTINA GONZALEZ MOLINERO,Ávila/AREVALO,PP,,MP,
10.04925/AV,MANUEL GONZALEZ HERNANDEZ,Ávila/SERRANILLOS,"MM, MP, PP",,MP,
10.05073/SA,"JEJUMAR, S.L.",Salamanca/CABEZA DE BEJAR (LA),"CS, PP",,MP,
10.05075/ZA,"EMBUTIDOS ALFONSO, S. A.",Zamora/SAN VITERO,"CS, SH, CP, MM, MP, PP","P, B",MP,
10.05091/LE,"JAMONES LEON, S. L.",León/ONZONILLA,"RW, PP",,MP,
10.05156/SO,"EMBUTIDOS LA HOGUERA, S. A.",Soria/SAN PEDRO MANRIQUE,"CP, MM, MP, PP",,MP,
10.05169/BU,VALENTIN URBINA OSTIATEGUI,Burgos/MIRANDA DE EBRO,PP,,MP,
10.05216/BU,CASALBA CASTRO ALBA S.L.,Burgos/VILLAMAYOR DEL RIO,"RW, PP",,MP,
10.05236/SG,"FABRICA DE EMBUTIDOS LA PRUDENCIA, S.A.",Segovia/VILLACASTIN,"CS, SH, CP, PP",P,MP,
10.05262/SG,"CORDEROS DE PEDRAZA, S. A.",Segovia/PEDRAZA,SH,"C, O",,
10.05273/LE,"EMBUTIDOS EL MONTAÑES, S. L.",León/VALPORQUERO DE TORIO,PP,,MP,
10.05355/SA,"JAMONES J. J. SALAMANCA, S. L.",Salamanca/PEÑARANDA DE BRACAMONTE,"RW, PP",,MP,
10.05356/SG,"PINELA CARDIEL, S. L.",Segovia/SEGOVIA,PP,,MP,
10.05373/LE,"CARNES Y EMBUTIDOS LA RIBERA, S. L.",León/LLAMAS DE LA RIBERA,PP,,MP,
10.05377/AV,"FRIGORIFICOS SANCHIDRIAN, S.L.",Ávila/SANCHIDRIAN,,,,
10.05378/LE,"INDUSTRIAS QUIÑONES, S. L.",León/CELADA,PP,,MP,
10.05403/LE,"PRODUCTOS CARNICOS EL CASTRO, S. L.",León/CASTROCALBON,PP,,MP,
10.05404/P,MORCILLAS EL CRISTO C.B.,Palencia/GUARDO,PP,,MP,
10.05448/LE,"CARNICAS ANJOS, S. L.",León/VILLADANGOS DEL PARAMO,"CS, CP, MM, MP, PP",,MP,
10.05459/SA,"AMADOR MARTIN E HIJA, S. L.",Salamanca/CAMPILLO DE SALVATIERRA,PP,,MP,
10.05469/SA,"JULIAN DEL AGUILA, S. A.",Salamanca/CAMPILLO DE SALVATIERRA,"RW, PP",,MP,
10.05488/SA,"FERMIN RAMOS, S. A.",Salamanca/GUIJUELO,"SH, CP",P,,ABP
10.05533/P,"FERNANDEZ VILLARRAMIEL 2014, S.L.",Palencia/VILLARRAMIEL,"CS, PP",,MP,
10.05560/LE,"COMERCIAL OBLANCA, S. A.",León/TROBAJO DEL CAMINO,"MM, MP, PP",,MP,
10.05581/BU,"AGUEDA GONZALEZ RODRIGUEZ, Y OTROS, S. C.",Burgos/SOTOPALACIOS,PP,,MP,
10.05614/P,"PRODUCTOS CARNICOS PALENTINOS, S. L.",Palencia/VILLALOBON,CS,,,
10.05621/BU,"EMBUTIDOS L. RIOS, S. L.",Burgos/VILLARCAYO,PP,,MP,
10.05623/LE,"EMBUTIDOS PALAZUELO, S. L.",León/VILLAQUEJIDA,"CS, CP, MM, MP, PP",,MP,
10.05689/SA,"JAMONES BENITO PEREZ, S. L.",Salamanca/MIRANDA DEL CASTAÑAR,PP,,MP,
10.05708/AV,"MATADERO FRIGORIFICO DE AVILA, S. L.",Ávila/AVILA,"CS, RW, SH, CP, PP","B, C, O",ST,
10.05713/VA,"FABRICA DE EMBUTIDOS ANTOLIN E HIJOS, S.L.",Valladolid/MONTEMAYOR DE PILILLA,PP,,MP,
10.05741/SA,ELOY PARAZUELO SANCHEZ,Salamanca/LEDRADA,PP,,MP,
10.05754/SA,"CARNIMAR, S. L.",Salamanca/CIUDAD RODRIGO,"CP, PP",,MP,
10.05755/SA,"JAMONES BUENAVISTA, S. L.",Salamanca/BUENAVISTA,"CP, PP",,MP,
10.05800/SG,CARNES DE SACRAMENIA S.A.,Segovia/SACRAMENIA,SH,"P, C, O",,
10.05812/P,MONTSERRAT QUIJANO VARGAS,Palencia/CORNON DE LA PEÑA,"MM, MP, PP",,MP,
10.05813/SA,"REVISAN, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.05832/SA,"DEHESA GRANDE, S. A.",Salamanca/VITIGUDINO,"SH, CP","P, B, C, O",,
10.05847/VA,"RAMON RODRIGUEZ MANZANO, S. L.",Valladolid/VALLADOLID,"CP, MM, MP, PP",,MP,
10.05899/SA,"FERGOHER, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.05924/BU,"MATADERO SAN JUAN DEL MONTE, S. A.",Burgos/MIRANDA DE EBRO,"CS, SH","P, B, C, O, S",,
10.05954/SA,BERNARDINO BLANCO BONILLA,Salamanca/ALBA DE TORMES,CP,,,
10.05958/SA,"DELAGON, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.05980/P,C. B. HERMANOS CABALLERO ROJO,Palencia/VILLARRAMIEL,"CP, MM, MP, PP",,MP,
10.05983/BU,AYUNTAMIENTO DE VILLARCAYO,Burgos/VILLARCAYO,SH,"P, B, C, O, S",,
10.05987/AV,"JAMONES LAZARO, S.L.",Ávila/BARCO DE AVILA (EL),PP,,MP,
10.06035/BU,"MARTIN GAYUBO, S.A.",Burgos/ARANDA DE DUERO,"CS, PP",,MP,
10.06057/ZA,"M.A.F.R.I.S.A.V.I., S. A.",Zamora/SANTIBAÑEZ DE VIDRIALES,"CS, SH, CP, PP",P,ST,
10.06085/P,LUIS ALBERTO ORTEGA BARRIO,Palencia/HERRERA DE PISUERGA,PP,,MP,
10.06138/LE,"MAFRICAS, S. A.",León/ASTORGA,SH,"B, C, O, S",,
10.06150/SA,"SEBASTIAN RAMOS E HIJO, S. L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.06164/SA,"RUBIO CANITO, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.06172/ZA,"EMBUTIDOS ROBLES, S. L.",Zamora/BERMILLO DE SAYAGO,"CP, PP",,MP,
10.06174/LE,"CARNICERIA Y EMBUTIDOS MATEO, S. L.",León/SANTA MARINA DEL REY,PP,,MP,
10.06186/SG,"JAMONES SEGOVIA, S. A.",Segovia/CARBONERO EL MAYOR,"CS, RW, PP",,MP,
10.06188/SA,"EMBUTIDOS FILI, S. L.",Salamanca/LEDRADA,"CS, RW, PP",,MP,
10.06191/SA,JULIO CASQUERO S.L.U.,Salamanca/GUIJUELO,PP,,MP,
10.06284/SG,C. B. HERMANOS HERRANZ LLORENTE,Segovia/CANTIMPALOS,PP,,MP,
10.06311/SA,"SERVICIOS CARNICOS DAMARAL, S.L.U.",Salamanca/CAMPILLO DE SALVATIERRA,PP,,MP,
10.06316/SA,ANGELA GARCIA CURTO,Salamanca/CIUDAD RODRIGO,PP,,MP,
10.06326/SA,"QUINTIN SANCHEZ, S. A.",Salamanca/GUIJUELO,"CS, RW, CP, PP",,MP,
10.06333/LE,"EMBUTIDOS TARABICO, S. L.",León/GERAS,"MM, MP, PP",,MP,
10.06347/SA,"CARDISAN, S. L.",Salamanca/GUIJUELO,PP,,MP,
10.06390/LE,"MATADERO M. DE TORENO, S. L.",León/TORENO,SH,"B, C, O, S",,
10.06392/BU,"MONPITENORO, S. L.",Burgos/SALAS DE LOS INFANTES,SH,"P, B, C, O",,
