Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.14800/VA,"APADRINA UN PALOMAR, S.L.",Valladolid/CUENCA DE CAMPOS,"SH, GHE","wL, wA, A",,
31.00861/T,GRIFFITH FOODS SAU,Tarragona/VALLS,,,,
10.14934/GU,"PREPARADOS DE LA CAZA J. RIBALDA, S.A.",Guadalajara/SAUCA,"CS, CP, GHE","wU, wG",,
10.15480/CR,"CARNE DE MONTE Y GANADERIA, S.L.",Ciudad Real/PUERTOLLANO,"CP, GHE","wL, wA, wU, wG",,
10.15725/J,LIDIA Y CAZA S.L.,Jaén/BAILEN,"CP, GHE","wU, wG",,
10.16513/CR,"CONSERVAS EL CAZADOR, S. L.",Ciudad Real/SOLANA (LA),"GHE, PP","wL, wA",MP,
10.16664/GE,FRESC MATI SL,Girona/JONQUERA (LA),"CP, MM, MP, PP",,MP,
10.17116/TE,D.G.A SERVICIO PROVINCIAL DE MEDIO AMBIENTE,Teruel/ORIHUELA DEL TREMEDAL,GHE,"wU, wG",,
10.17342/V,"AVESTRUCES EL RINCON, S.L.",Valencia/València/RIBA-ROJA DE TURIA,"CP, MM, MP",,,
10.17359/O,TURALLER SL,Asturias/FELECHOSA,"CS, CP, GHE, MM, MP, PP","wU, wG",MP,
10.17514/GE,CARNS BUXEDA SL,Girona/GIRONA,"CS, CP, MM, MP",,,
10.17593/M,"EL SOTO, S.A.",Madrid/MADRID,"CS, RW, CP, MM, MP",,MP,
10.17750/CO,CARNICAZA S.L.,Córdoba/HORNACHUELOS,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.18368/VA,"LA PLANTA AGRO I, S.L.",Valladolid/QUINTANILLA DE ONESIMO,GHE,"wU, wG",,
10.18545/TO,"RUFO ROMÁN, TOMÁS",Toledo/PEPINO,"CP, GHE","wU, wG",,
10.18980/CC,AQUILINO MARTINEZ RAMOS S.L.U.,Cáceres/JARAIZ DE LA VERA,"RW, CP",,ST,
10.19053/T,GRANJA LUISIANA SL,Tarragona/DELTEBRE,"SH, CP, GHE","wL, wA, A",,
10.19406/SE,DEHESA NAVERA S.L.L.,Sevilla/NAVAS DE LA CONCEPCION (LAS),"CP, GHE, PP","wU, wG",MP,
10.19798/CO,"PRODUCTOS DE LA CAZA Y DEL CERDO IBERICO EL CANITO, S.L.",Córdoba/VILLAVICIOSA DE CORDOBA,"CP, GHE","wL, wA, wU, wG",,
10.20081/M,"LEM COMERCIO INTERNACIONAL, S.L.U.",Madrid/SAN AGUSTIN DEL GUADALIX,"CS, CP, MM, MP",,,
10.20335/M,DISRUIZ S.L.,Madrid/LEGANES,"RW, CP, MM, MP",,,
10.20405/CR,"DISTRIBUCIONES KARINA DOS, S.L.",Ciudad Real/PORZUNA,"CP, GHE","wU, wG",,
10.20628/O,CARNICAS JOSE TOMAS SL,Asturias/POLA LLAVIANA (LA)/POLA DE LAVIANA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.21431/LU,"SUMINISTROS MEGARO FOODS, S.L.",Lugo/CASTRO DE REI,"CS, CP, MM, MP",,,
10.21670/CC,CARNICAS DIBE S.L.,Cáceres/GORDO (EL),"CS, RW, CP, GHE, MM, MP, PP","wL, wA, wU, wG",MP,
10.22090/TO,"CARNICAS TORRECAZA, S.L.",Toledo/TORRE DE ESTEBAN HAMBRAN (LA),"CP, GHE","wL, wA",,
10.22372/CA,INDUSTRIAS CARNICAS FRANCISCO RIVERA MORILLO SABOR DEL SUR S.L.,Cádiz/BENALUP,"CP, GHE, MM, MP","wU, wG",,
10.22478/S,MARIA INMACULADA PRADO HAZA,Cantabria/TOLLO,"CS, CP, GHE, MM, MP, PP","wU, wG","BL, MP",
10.22666/CR,"EMBUTIDOS ARTESANOS DEL PUEBLO, S.L.",Ciudad Real/HERENCIA,"CP, MM, MP, PP",,MP,
10.23828/T,AJUNTAMENT DE ROQUETES,Tarragona/ROQUETES,GHE,"wU, wG",,
10.024288/T,"TODO ALCACER, JOSE LUIS",Tarragona/GANDESA,CP,,,
10.024322/GI,SENGLAR DE GIRONA SL,Girona/FORNELLS DE LA SELVA,"CS, CP, GHE, MM, MP","wL, wA, wU, wG",,
10.025325/SO,"PRODUCTOS NATURALES Y DE CAZA, S.L.",Soria/SAN ANDRES DE SORIA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.025665/TE,"RIJOMAVI, SL",Teruel/BRONCHALES,"CP, MM, MP, PP",,"BL, MP",
10.025823/NA,"CENTRO DE CAZA BIURRUN, S.L.",Navarra/MURIETA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.026195/CR,"VEGACAZA, S.L.",Ciudad Real/VALDEPEÑAS,GHE,"wL, wA, wU, wG",,
10.026541/SE,DEER FACTORY S.L.,Sevilla/NAVAS DE LA CONCEPCION (LAS),"CP, MM, MP, PP",,"BL, MP",
10.026563/LU,"EMBUTIDOS BUENAVISTA, S.L.",Lugo/FONSAGRADA (A),"CS, CP, GHE","wU, wG",,
10.026744/CO,CARNES DE CAZA NUÑEZ S.L.,Córdoba/CORDOBA,"CS, RW, GHE","wL, wA",,
10.026849/HU,DE CAZA Y CONTROL S.L.,Huesca/HUESCA,"CP, GHE","wU, wG",,
10.027065/M,"CARNICAZA NORTE, S.L.",Madrid/ALCORCON,"CP, GHE, PP","wL, wA, wU, wG",MP,
10.027251/T,SOCIETAT DE CAÇADORS SANT ROC DE MAS DE BARBERANS,Tarragona/MAS DE BARBERANS,GHE,"wU, wG",,
10.027401/T,AJUNTAMENT D'ALFARA DE CARLES,Tarragona/ALFARA DE CARLES,GHE,"wU, wG",,
