"Nº RGSEAA (*)","Razón Social","Provincia/Localidad","Actividades","Especies (**)","Otros Detalles","TSE Feed Ban"
"10.00006/GE","CARNICAS VALL DE BAS SL","Girona/VALL D'EN BAS (LA)","CS, SH, CP","B",,
"10.00018/SA","PRODUCTOS IBERICOS CALDERON Y RAMOS, S. L.","Salamanca/GUIJUELO","CS, SH, CP, MM, MP, PP","P","MP",
"10.00025/TE","JAMONES MANZANERA, S.L.","Teruel/MANZANERA","RW, PP",,"MP",
"10.00113/NA","EDMAR, S.A.","Navarra/CASCANTE","CS, SH, CP","P, O",,
"10.00115/B","ROLER ESPAÑA SLU","Barcelona/TERRASSA","RW, CP, MM, MP, PP",,"MP",
"10.00117/LE","ELABORADOS Y DERIVADOS CARNICOS DE LEON, S.L.","León/VILLADANGOS DEL PARAMO","CS, RW, MM, MP, PP",,"MP",
"10.00119/TE","GARGALLO MORA S.L.","Teruel/MORA DE RUBIELOS","RW, PP",,"MP",
"10.00135/NA","PROTECTORA DE CARNES, S.L.","Navarra/SALINAS DE PAMPLONA","CS, SH","B, C, O, S",,
"10.00145/NA","UVE, S.A.","Navarra/TUDELA","CS, SH, CP, MM, MP, MSM","A",,"ABP"
"10.00159/H","SANCHEZ ROMERO CARVAJAL JABUGO S.A.","Huelva/JABUGO","CS, RW, SH, CP, PP","P","MP",
"10.00163/AV","AN S.COOP.","Ávila/AVILA","CS, RW, SH, CP, MM, MP, PP","A","MP",
"10.00167/TE","AL-ANDALUS TRADITION TIRWAL, SL","Teruel/CANTAVIEJA","RW, PP",,"MP",
"10.00169/LU","ATILANO ANLLO, S.L.","Lugo/VILALBA","RW, PP",,"MP",
"10.00181/MU","MATADERO DE AVES HIJOS DE JUAN PUJANTE","Murcia/BENIEL","CS, SH, CP, MM, MP, MSM","A",,
"10.00195/VI","ARAGONESA DE PIENSOS, S.A.","Araba/Álava/BERANTEVILLA","CS, SH, CP, MM, MP, MSM, PP","A","MP",
"10.00198/VA","CHICKENVALL, S. L.","Valladolid/VALLADOLID","CS, CP",,,
"10.00205/BU","INDUSTRIAS CARNICAS CASTELLANAS, S. A.","Burgos/BURGOS","CS, SH, CP","P, fG, B, C, O, S",,
"10.00214/B","JOSEP DUCH SL","Barcelona/MEDIONA","CS, CP, MM, MP, PP",,"MP, ST",
"10.00232/V","U.V.E., S.A.","Valencia/València/RAFELBUNYOL","CS, SH, CP, PP","A","BL",
"10.00234/LO","JAMONES ALTUZARRA, S.L.","Rioja, La/BAÑOS DE RIO TOBIA","RW",,"MP",
"10.00241/LE","HUEVOS LEON S.L.","León/FERRAL DEL BERNESGA","CS, SH, CP, MM, MP, PP","A, L","MP",
"10.00262/V","SADA, P.A. VALENCIA, S.A.","Valencia/València/SUECA","CS, SH, CP","A",,
"10.00271/H","GABRIEL CASTAÑO S.L.","Huelva/CUMBRES MAYORES","RW, PP",,"MP",
"10.00272/L","SADA P.A. CATALUNYA SA","Lleida/LLEIDA","CS, RW, SH, CP, MM, MP","A",,
"10.00285/MA","FRIGORIFICOS ANDALUCES DE CONSERVAS DE CARNE, S.A. (FACCSA)","Málaga/CARTAMA","CS, RW, CP",,"MP",
"10.00295/AL","JAMONES SEGURA S.L.","Almería/SERON","RW, PP",,"MP",
"10.00302/LU","EURICO, S.L.","Lugo/VILALBA","RW, PP",,"MP",
"10.00311/B","ESCORXADOR DE CONILLS MANUEL MARIN S.L.","Barcelona/FRANQUESES DEL VALLES (LES)","CS, SH, CP, MM, MP","L",,
"10.00312/V","LAUREANO SANCHEZ REQUENA LAURIA, S.L. (LAURIA,S.L.)","Valencia/València/UTIEL","CS, SH, CP","A",,
"10.00332/M","HERMANOS BARROSO J. Y M. S.L.","Madrid/HUMANES DE MADRID","CS, MM, MP, PP",,"MP",
"10.00352/NA","CONTROL DE PORCIONES, S.A. COPOSA","Navarra/RIBAFORADA","RW, PP",,"MP",
"10.00370/TE","JAMONES CASA CONEJOS, S.A.","Teruel/CEDRILLAS","RW, PP",,"MP",
"10.00384/SE","GARRUDO S.L.","Sevilla/SEVILLA","RW, CP, MM, MP",,,
"10.00418/PM","PRODUCTOS CARNICOS GLORIA MALLORQUINA, SA","Palma de Mallorca/INCA","RW, CP, PP",,"MP",
"10.00422/V","MAKRO, AUTOSERVICIO MAYORISTA, S.A.","Valencia/València/ALBUIXECH","CS, CP",,,
"10.00431/LU","SADA P.A. CASTILLA-GALICIA, S.A.","Lugo/CASTRO DE REI","CS, RW, SH, CP","A",,
"10.00433/GE","ESPECIALITATS COSTA S.L.","Girona/BANYOLES","CS, RW, CP, MM, MP, MSM",,"MP",
"10.00440/V","CARNICAS EMBUENA, S.L.","Valencia/València/XIRIVELLA","CS, CP, MM, MP, PP",,"MP",
"10.00441/LE","PRODUCTOS CORREDERA, S. L.","León/BAÑEZA (LA)","RW, PP",,"MP",
"10.00471/GR","JAMONES VALLEJO S.L.","Granada/TREVELEZ","CS, PP",,"MP",
"10.00480/L","MAGASA MASO GASSO SA","Lleida/IVARS D'URGELL","CS, RW, CP",,,
"10.00488/Z","JAMONES SANCHEZ GONZALEZ S.L","Zaragoza/CARTUJA BAJA","RW, PP",,"MP",
"10.00509/BI","JONBEL 2003, S.L.","Bizkaia/BILBAO","RW",,"MP",
"10.00511/SA","JULIAN BECERRO E HIJOS, S. L.","Salamanca/ALBERCA (LA)","RW, PP",,"MP",
"10.00515/AV","AVES Y HUEVOS SANCHEZ, S. L.","Ávila/AVILA","CS, CP",,,
"10.00519/BI","ZUAZAGA MEABE, FRANCISCO JAVIER","Bizkaia/BILBAO","RW",,"ST",
"10.00526/NA","DISTRIBUCIONES MADIMA 3, S.L.","Navarra/SAN ADRIAN","CS, CP",,,
"10.00527/BI","CARNICAS SUSAETA, S.L.","Bizkaia/ARRIGORRIAGA","CS, PP",,"MP",
"10.00541/B","INDUSTRIA AVICOLA DEL BERGUEDA SL","Barcelona/CASSERRES","CS, SH, CP, MM, MP","A",,
"10.00581/M","HERMANOS MORAN, S.L.","Madrid/PINTO","RW, CP, MM, MP, PP",,"MP","ABP"
"10.00585/GR","JAMONES NAVARRETE PALMA S.L.","Granada/ILLORA","CS, PP",,"MP",
"10.00595/LU","JAMONES GONZALEZ, S.L.","Lugo/CORGO (O)","RW, CP, MM, MP, PP",,"MP",
"10.00597/NA","GRANJA JIMENEZ, S.L.","Navarra/TAFALLA","CS, RW, SH, CP, MM, MP","A, L",,
"10.00633/T","PRODUCTES AVICOLES GRANJA GAIA SA","Tarragona/RIERA DE GAIA (LA)","CS, SH, CP, MM, MP, PP","A","MP",
"10.00635/B","ESCORXADOR D'AVIRAM MORE SL","Barcelona/ARGENTONA","CS, SH, CP, MM, MP, PP","A","MP",
"10.00641/B","GIMENEZ AGUERA, JUAN","Barcelona/FRANQUESES DEL VALLES (LES)","CS",,,
"10.00655/B","LE PORC GOURMET SA","Barcelona/SANTA EUGENIA DE BERGA","SH, CP, PP","P","ST",
"10.00680/LO","GRUPO EMPRESARIAL PALACIOS ALIMENTACION, S.A.U.","Rioja, La/ALBELDA DE IREGUA","CS, PP",,"MP",
"10.00684/GE","CARNIQUES ILLAS JULI SL","Girona/BLANES","RW, CP, MM, MP, PP",,"MP",
"10.00689/C","FRIPOR, S.L.","Coruña, A/OLEIROS","CS, CP, PP",,"MP",
"10.00738/T","BORRULL BOTIGUES SL","Tarragona/REUS","CS, RW, MM, MP, PP",,"MP",
"10.00762/B","GIRBAU Y MARTI MATADERO DE AVES SA","Barcelona/RIPOLLET","CS, SH, CP, MM, MP, PP","A","MP",
"10.00777/LE","HERMANOS OBLANCA, S. L.","León/ONZONILLA","CS, SH, CP, MM, MP","A",,
"10.00781/B","AVESPUGA SA","Barcelona/HOSPITALET DE LLOBREGAT (L')","CS, SH, CP","A",,
"10.00785/BI","INDUSTRIAS CARNICAS INTRISA, S.A.","Bizkaia/BILBAO","CS, RW, CP, MM, MP",,,
"10.00788/GR","INDUSTRIAS HERMAN GRANADA S.L.","Granada/GRANADA","RW, PP",,"MP",
"10.00789/BU","SDAD. COOP. PROV. AVICOLA Y GANADERA DE BURGOS","Burgos/BURGOS","CS, SH, CP","A",,"ABP"
"10.00796/GE","CARNS BRUGUES SL","Girona/ARGELAGUER","CS, CP",,,
"10.00837/MA","MATADEROS INDUSTRIALES SOLER, S.A. (MISSA)","Málaga/CARTAMA","RW, SH, MM, MP, PP","P","BL, MP, ST",
"10.00872/SS","AN AVICOLA MELIDA SL","Gipuzkoa/ZUMAIA","RW",,,
"10.00875/BI","SARACHAGA ANTOLIN, ISIDORO","Bizkaia/GORDEXOLA","RW",,"ST",
"10.00889/MU","MATADERO EL CABEZO DE LA PLATA S.L.","Murcia/CABEZO DE LA PLATA","CS, SH, CP, MM, MP","R, P, B, C, O, S",,
"10.00929/B","TRIPERA VIGATANA SA","Barcelona/VIC","RW",,"ST",
"10.00938/GC","Carnes y embutidos Chacón, S.L.","Palmas, Las/ARRECIFE","RW, MM, MP, PP",,"MP",
"10.00962/B","CÀRNIQUES JAUME SORTS, SL","Barcelona/GURB","CP",,,
"10.00967/LU","EMBUTIDOS MONTEPICATO, S.L.","Lugo/LUGO","RW, MM, MP, PP",,"MP",
"10.01010/B","TERRASSA CARNES INDUSTRIALIZADAS SA","Barcelona/TERRASSA","CS, RW, CP, MM, MP",,,
"10.01018/PM","RAMADERS AGRUPATS SAT 4054","Palma de Mallorca/FELANITX","CS, RW, CP, MM, MP, PP",,"MP",
"10.01057/T","PAVO Y DERIVADOS SA","Tarragona/AMPOSTA","CS, SH, CP, MM, MP","A",,
"10.01069/GR","TERESA TORRES S.L.","Granada/ATARFE","RW, CP, MM, MP, PP",,"MP",
"10.01075/CA","AVES INAVICO S.L.","Cádiz/OLVERA","CS, SH, CP, MM, MP, PP","A","BL, MP",
"10.01077/SA","GONZALEZ GOMEZ, ANTONIO","Salamanca/LEDRADA","RW, PP",,"MP",
"10.01112/SG","JORGE MENDOZA, S. L.","Segovia/CANTIMPALOS","RW, PP",,"MP",
"10.01122/M","INDUSTRIAS MADRILEÑAS DE LA CARNE S.A.","Madrid/LEGANES","CS, RW, CP, MM, MP",,"MP",
"10.01126/GR","JAMONES DE TREVELEZ JOAQUIN S.L.","Granada/TREVELEZ","CS, PP",,"MP",
"10.01163/MU","BELCHI HERMANOS, S.L.","Murcia/ALHAMA DE MURCIA","CS, CP, PP",,"MP",
"10.01182/B","MATADERO FRIGORIFICO DEL CARDONER SA","Barcelona/SANT JOAN DE VILATORRADA","CS, SH, CP, MM, MP, MSM, PP","P, B, C, O","MP, ST",
"10.01184/B","MATADERO COMARCAL DEL BAGES SL","Barcelona/SANT JOAN DE VILATORRADA","CS, SH, CP, PP","P","ST",
"10.01187/ZA","COMERCIAL TRIPERIA BENAVENTANA, S. L.","Zamora/BENAVENTE","CS",,,
"10.01204/B","MATADERO FRIGORIFICO AVINYO SA","Barcelona/AVINYO","CS, SH, CP, PP","P",,
"10.01219/AB","PRODUCTOS ALIMENTICIOS ALBACETE, S.A.","Albacete/ALBACETE","CS, SH, CP, MM, MP, MSM","A",,
"10.01222/AV","CARHESAN, S. A.","Ávila/MUÑANA","RW, PP",,"MP",
"10.01261/GE","FRIGORÍFICOS CÁRNICOS LAS FORCAS SL - (FRICAFOR)","Girona/VILAFANT","CS, SH, CP, PP","B","ST",
"10.01272/IB","CARNES Y ALIMENTOS MAS CRESPO, SA","Islas Baleares/COLL DE''N RABASSA (ES)","CS, CP, MM, MP, PP",,"MP",
"10.01274/B","MAFRIGES SA","Barcelona/SANT VICENÇ DE TORELLO","CS, SH, CP, PP","P","MP",
"10.01279/SE","TOMAS GUERRERO S.L.","Sevilla/MORON DE LA FRONTERA","CS, SH, PP","A","BL",
"10.01291/VA","HERMI CARNE DE CONEJO, S. L. U.","Valladolid/CISTERNIGA","CS, SH, CP, MM, MP","L",,
"10.01292/MA","GRANJA AVICOLA LA TORRECILLA S.A.","Málaga/MALAGA","CS, CP, MM, MP",,,
"10.01293/B","PATEL S.A.U.","Barcelona/ESQUIROL (L´)","CS, SH, CP, PP","P","ST",
"10.01303/LO","EMBUTIDOS GAMBOA SL","Rioja, La/CASALARREINA","CS, PP",,"MP",
"10.01307/M","INDUSTRIAS CARNICAS VICENTE LOPEZ, S.A.","Madrid/TRES CANTOS","CS, RW, PP",,"MP",
"10.01317/GI","EMBOTITS MASOLIVER SL","Girona/VALL D'EN BAS (LA)","CS, RW, PP",,,
"10.01321/GE","JAUME ABRAS SA","Girona/RIUDELLOTS DE LA SELVA","RW, MM, MP, PP",,"MP",
"10.01359/CR","NICO JAMONES, S.L.","Ciudad Real/LUCIANA","RW, PP",,"MP",
"10.01375/TO","HERMANOS ALCAZAR, C.B.","Toledo/VILLATOBAS","CS, PP",,"MP",
"10.01400/LU","NOVAFRIGSA, S.A.","Lugo/LUGO","CS, SH, CP, MM, MP, MSM, PP","B","MP, ST",
"10.01412/BU","Mª BEGOÑA LOPEZ MARTINEZ","Burgos/VILLARCAYO","CS",,,
"10.01423/PM","EL ZAGAL TRADICION SA","Palma de Mallorca/FELANITX","RW, PP",,"MP",
"10.01433/CO","EMBUTIDOS CABALLERO S.L.","Córdoba/CORDOBA","CS, CP, MM, MP, PP",,"MP",
"10.01436/AV","GARRUDO BENITO, S. L.","Ávila/PIEDRAHITA","CS, SH, CP, MM, MP, PP","P","MP",
"10.01444/T","BUNDO MARQUES, MANUEL","Tarragona/ARBOÇ (L')","CS, CP, MM, MP, PP",,"MP",
"10.01446/SG","MARIANO LOPEZ E HIJOS S.L.","Segovia/CANTIMPALOS","CS, SH, CP, MM, MP, PP","P","MP",
"10.01447/NA","EMBUTIDOS SAN ANTON S.L.","Navarra/BARILLAS","RW, SH, CP, PP","P","BL, MP",
"10.01450/NA","IRIGOYEN ESTAREGUI, MARCELINO SANTOS","Navarra/VILLATUERTA","RW, CP, PP",,"MP",
"10.01467/LE","PALCARSA, S. L.","León/SAN JUSTO DE LA VEGA","CS, PP",,"MP",
"10.01484/SO","CAMPOFRIO FOOD GROUP, S. A.","Soria/OLVEGA","CS, PP",,"MP",
"10.01506/T","PAVO Y DERIVADOS SA","Tarragona/ROQUETES","CS, SH, CP, MM, MP, MSM","A",,
"10.01537/SO","GOUROSMA, S.L.U.","Soria/BURGO DE OSMA (EL)","CS, MM, MP, PP",,"MP",
"10.01560/Z","ARAGONESA DEL JAMON S.A.","Zaragoza/MUELA (LA)","RW, PP",,"MP",
"10.01561/BI","CARNICAS CAPRE S.L.","Bizkaia/DERIO","CS, RW, CP",,,
"10.01563/J","SOCIEDAD COOPERATIVA ANDALUZA HERMUSAN","Jaén/MARTOS","RW, CP, MM, MP, PP",,"MP",
"10.01577/IB","CARNS I EMBOTITS CAN ROM, SL","Islas Baleares/INCA","RW, CP, MM, MP, PP",,"MP",
"10.01593/PM","EMBUTIDOS MUNAR, S.L.","Palma de Mallorca/PORRERES","PP",,"MP",
"10.01637/LO","HIJO DE JOSE MARTINEZ SOMALO S.L.","Rioja, La/BAÑOS DE RIO TOBIA","CS, PP",,"MP",
"10.01649/B","CATALANA DE EMBUTIDOS SA","Barcelona/BALSARENY","CS, RW, MM, MP, PP",,"MP",
"10.01652/S","VICTOR FRANCISCO ROBLEDO GARCIA","Cantabria/CAMARGO","CS, SH","L",,
"10.01655/GE","RAMON VENTULA SA","Girona/OLOT","CS, PP",,"MP",
"10.01662/MU","MURGACA, S.A.","Murcia/SAN FELIX","CS, SH, CP, PP","B, C, O","ST",
"10.01672/MU","ELPOZO ALIMENTACION, S.A.","Murcia/ALHAMA DE MURCIA","CS, SH, CP, MM, MP, MSM, PP","P","BL, MP","BLD, ABP"
"10.01678/PO","INDUSTRIAS FRIGORIFICAS DEL LOURO, S.A.-FRIGOLOURO","Pontevedra/PORRIÑO (O)","CS, SH, CP, MM, MP, PP","P","BL, MP, ST",
"10.01684/J","INDUSTRIAS CARNICAS HERMANOS MELLADO S.L.","Jaén/JAEN","RW, SH, CP","B, C, O",,
"10.01686/BU","FRIO BURGOS, S.A.U.","Burgos/BURGOS","CS",,,
"10.01699/GE","ESTEBAN ESPUÑA SA","Girona/OLOT","CS, PP",,"MP",
"10.01702/AV","CARNAVI S. L.","Ávila/AVILA","CS, CP, MM, MP, PP",,"MP",
"10.01709/M","M.R.M. 2 , S.A.","Madrid/MOSTOLES","CS, RW, MM, MP, PP",,"MP",
"10.01714/V","DANIEL CERVERA, S.A.","Valencia/València/ALBAL","CS, CP, MM, MP, PP",,"MP",
"10.01751/PO","INDUSTRIAS FRIGORIFICAS DEL DEZA, S.L.","Pontevedra/LALIN","CS, SH, CP, PP","P, B, S","MP, ST",
"10.01758/MU","PUSAN SECADEROS DE EUROPA, S.A.","Murcia/TORRES DE COTILLAS (LAS)","RW, PP",,"MP",
"10.01782/GE","LUIS OLIVERAS SA","Girona/OLOT","RW, PP",,"MP",
"10.01798/OR","COOPERATIVAS OURENSANAS, SOC. COOPERATIVA GALEGA","Ourense/OURENSE","CS, RW, SH, CP, MM, MP, MSM, PP","A","MP",
"10.01806/M","DISTRIBUCIONES AVICOLAS ARRANZ, S.L.","Madrid/PARACUELLOS DE JARAMA","CS, CP, MM, MP, MSM",,,
"10.01818/SA","ABUNDIO MATAS, S. L .","Salamanca/LEDRADA","RW, PP",,"MP",
"10.01821/J","PREMIUM SELECCION 1960 S.L.","Jaén/JAEN","CS, RW, PP",,"MP",
"10.01827/IB","CARNICAS SUÑER, S.A.","Islas Baleares/MANACOR","CS, CP, MM, MP, PP",,"BL, MP",
"10.01830/GE","FRIGORIFICOS COSTA BRAVA SA","Girona/QUART","RW, CP",,"MP",
"10.01886/B","INTERNACIONAL DE EMBUTIDOS SAU","Barcelona/MONTCADA I REIXAC","RW, MM, MP, PP",,"MP",
"10.01889/GE","CASANOVA HERMANOS SA","Girona/CAMPRODON","RW, PP",,"MP",
"10.01934/GE","NOEL ALIMENTARIA SAU","Girona/SANT JOAN LES FONTS","CS, RW, PP",,"MP",
"10.01943/GE","FRIBEL SA","Girona/VERGES","CS, SH, CP, MM, MP, PP","B, C, O","MP",
"10.01944/GE","EMBUTIDOS CASEROS COLLELL SLU","Girona/OLOT","RW, PP",,"MP",
"10.01945/GE","ESTEBAN ESPUÑA SA","Girona/OLOT","CS, PP",,"MP",
"10.01958/B","SUAC SA","Barcelona/PUIG-REIG","CS, PP",,"MP",
"10.01962/GE","CASADEMONT 1956 MEAT SL","Girona/SANT GREGORI","RW, MM, MP, PP",,"MP",
"10.01970/B","INDUSTRIAS CARNICAS BLANCAFORT SA","Barcelona/GRANOLLERS","RW, PP",,"MP",
"10.01989/A","MACIA E HIJOS, S.L.","Alicante/Alacant/REDOVAN","CS, SH, CP","A",,
"10.01995/M","AVENATURE S.L.","Madrid/MORATA DE TAJUÑA","CS, CP",,,
"10.01999/LO","AMANDO LOZA ALONSO S.A.","Rioja, La/BAÑOS DE RIO TOBIA","CS, PP",,"MP",
"10.02001/LO","LA ALEGRIA RIOJANA SA","Rioja, La/CAMPROVIN","CS, PP",,"MP",
"10.02006/MA","EMBUTIDOS MALAGA S.L.","Málaga/MALAGA","RW, CP, MM, MP, PP",,"MP",
"10.02014/GR","JAMONES DIEGO MARTIN S.L.","Granada/PORTUGOS","CS, PP",,"MP",
"10.02018/ZA","AVICOLA GALOCHA, S. L.","Zamora/SAN CRISTOBAL DE ENTREVIÑAS","CS, SH, CP, MM, MP, MSM","A",,
"10.02034/J","SIERRA MAGINA S.A.","Jaén/JAEN","RW, PP",,"MP",
"10.02056/V","INDUSTRIAS CARNICAS LA COPE, S.A.","Valencia/València/TORRENT","CS, RW, SH, CP, PP","P","MP, ST",
"10.02073/ZA","MELQUIADES RODRIGUEZ, S.A.","Zamora/CORESES","CS, CP, MM, MP, PP",,"MP",
"10.02077/TE","MATADERO COMARCAL DE CALAMOCHA SLU","Teruel/CALAMOCHA","CS, SH, CP, MM, MP","P, B",,
"10.02086/LE","PRODUCTOS CARNICOS HERMANOS RABADAN, S. A.","León/LEON","RW, MM, MP, PP",,"MP",
"10.02102/V","PALETAS MARPA, S.L.","Valencia/València/CHESTE","RW, PP",,"MP",
"10.02141/CU","INDS. CARNICAS LORIENTE PIQUERAS, S.A. (INCARLOPSA)","Cuenca/TARANCON","CS, RW, SH, CP","P","MP",
"10.02142/H","HERMANOS CASTAÑO FERNANDEZ S. L.","Huelva/CUMBRES MAYORES","RW, PP",,"MP",
"10.02150/M","RUBIATO PAREDES S. L.","Madrid/ALCORCON","CS, RW, CP, MM, MP",,,
"10.02163/CR","DIALVAL 2006, SL.","Ciudad Real/VALDEPEÑAS","CS",,,
"10.02167/M","LOS GALANES, S.L.","Madrid/CIEMPOZUELOS","RW, PP",,"MP",
"10.02172/SA","JOGOCARNE, S. L.","Salamanca/GALLEGOS DE ARGAÑAN","CS, SH, CP, GHE, PP","wL, P, wA, wU, B, C, O, wG","MP",
"10.02199/LO","HIJOS DE FAUSTINO ORTIZ S.A.","Rioja, La/BAÑOS DE RIO TOBIA","CS, PP",,"MP",
"10.02219/VA","AVICOLA DE ISCAR, S. L.","Valladolid/ISCAR","CS, SH, CP","A",,"ABP"
"10.02255/M","MATADERO INDUSTRIAL DE AVES LOPEZ S.A.","Madrid/ALCALA DE HENARES","CS, SH, CP, MM, MP, PP","A","MP",
"10.02269/H","JAMONES EIRIZ JABUGO, S.L.","Huelva/CORTECONCEPCION","RW, CP, PP",,"MP",
"10.02280/SA","MARCOS SOTOSERRANO, S. L.","Salamanca/SOTOSERRANO","CS, RW, MM, MP, PP",,"MP",
"10.02292/H","SIERRA DE JABUGO S.L.","Huelva/CORTEGANA","CS, RW, SH, CP, MM, MP, PP","P","MP",
"10.02298/GR","JAMONES VIUDA RODRIGUEZ S.L.","Granada/GUADIX","RW, PP",,"MP",
"10.02306/SE","MONTEALBOR ALIMENTACION S.A.","Sevilla/ALCALA DE GUADAIRA","CS, MM, MP, PP",,"MP",
"10.02313/VI","AGUIRREZABAL ANAIAK, S.C.","Araba/Álava/VITORIA-GASTEIZ","CS, PP",,"MP",
"10.02335/MU","HERMANOS ESCAMEZ SANCHEZ SL","Murcia/BULLAS","CS, SH, CP, PP","P","MP",
"10.02336/MU","BERNARDINO PERONA E HIJOS, S.L.","Murcia/TORREAGUERA","CS, SH, CP, PP","P, C, O","ST",
"10.02337/MU","JOAQUIN ESCAMEZ, S.L","Murcia/TOTANA","CS, SH, CP, PP","P","MP",
"10.02350/GR","VALENZUELA MONTERO S.L.","Granada/ILLORA","CS, CP, MM, MP, PP",,"MP",
"10.02360/M","LA PILA FOOD, S.A.","Madrid/LOECHES","CS, PP",,"MP",
"10.02381/SA","SUCESORES DE DOMICIANO GARCIA, S. A.","Salamanca/SALAMANCA","CS, CP, MM, MP, PP",,"MP",
"10.02385/ZA","JUAN JOSE LEDESMA, S. A.","Zamora/ZAMORA","CS, CP, MM, MP, PP",,"MP",
"10.02399/CO","LOPEZ NEVADO JORGE","Córdoba/HINOJOSA DEL DUQUE","RW, PP",,"MP",
"10.02415/PO","AVICOLA DE GALICIA SAU","Pontevedra/PONTEVEDRA","CS, SH, CP","A",,
"10.02426/Z","JAMONES DE ENCINACORBA,S.A.","Zaragoza/ENCINACORBA","RW, PP",,"MP",
"10.02427/CC","EMBUTIDOS Y JAMONES EDUARDO NIETO LARRA S.L.","Cáceres/DELEITOSA","CS, CP, PP",,"MP",
"10.02429/SG","JUSTO GARCIA CALLEJO, S. L.","Segovia/CARBONERO EL MAYOR","RW, PP",,"MP",
"10.02446/MU","PROMOCIONES SIGLO XXIII, S.L.","Murcia/ALQUERIAS","CS, CP, PP",,"MP",
"10.02453/HU","FRIBIN S.A.T.Nº1269 R.L.","Huesca/BINEFAR","CS, SH, CP, MM, MP, PP","P, B","MP, ST",
"10.02457/Z","MERCAZARAGOZA,S.A.","Zaragoza/ZARAGOZA","RW, SH, CP, MM, MP, PP","P, B, C, O, S","MP",
"10.02459/Z","INDUSTRIAS GOMEZ CALLAO, S.L.","Zaragoza/CASPE","CS, CP",,,
"10.02480/SA","CHACINERIAS DIAZ, S. A.","Salamanca/CASTELLANOS DE MORISCOS","CS, CP, PP",,"MP",
"10.02499/TF","EXPLOTACIONES GANADERAS DE TENERIFE S.A. EGATESA","Santa Cruz de Tenerife/ROSARIO (EL)","CS, RW, CP, MM, MP, PP",,"MP",
"10.02504/LE","ALFONSO ONOFRE VELEZ REMIS","León/BOÑAR","CS",,,
"10.02507/M","EXPLOTACIONES AVICOLAS JOSE LUIS REDONDO, S.A.","Madrid/LEGANES","CS, SH, CP, MM, MP, MSM","A",,
"10.02538/TE","INDUSTRIAS CARNICAS DE MORA, S.A.","Teruel/MORA DE RUBIELOS","RW",,"MP",
"10.02541/M","SUMINISTROS MEDINA S.L.","Madrid/LEGANES","CS, RW, CP, MM, MP",,"MP",
"10.02552/SE","PACO MARIN S.L.","Sevilla/LEBRIJA","CS, CP, MM, MP",,,
"10.02568/LE","JAMONES ANTONIO MARTINEZ, S. L.","León/ASTORGA","RW, CP, PP",,"MP",
"10.02615/VI","EMBUTIDOS LA ESTACIÓN, S.L.","Araba/Álava/ARRATZUA-UBARRUNDIA","CS, PP",,"MP",
"10.02652/AV","INDUSTRIAS CARNICAS ROAL, S.L.","Ávila/TORRE (LA)","RW, SH, CP, MM, MP, PP","P, B, C, O","MP, ST",
"10.02659/SA","INDUSTRIAS CARNICAS IGLESIAS, S. A.","Salamanca/SANTA MARTA DE TORMES","CS, MM, MP, PP",,"MP",
"10.02669/SA","BERNARDO HERNANDEZ, S. L.","Salamanca/GUIJUELO","RW, CP, MM, MP, PP",,"MP",
"10.02674/BA","EMBUTIDOS FARCEDO S.L.","Badajoz/HORNACHOS","RW, CP, MM, MP, PP",,"MP",
"10.02676/SA","JULIAN MARTIN, S. A.","Salamanca/GUIJUELO","CS, RW, MM, MP, PP",,"MP",
"10.02690/VA","CARNICAS BLANCO MORAL, S. L.","Valladolid/VALLADOLID","CS",,,
"10.02692/PO","MATADERO AVICOLA OTRES, S.L.","Pontevedra/RIBADUMIA","CS, SH, CP","A",,
"10.02707/MU","SUCESORES DE BERNARDINO MUÑOZ, S.A","Murcia/BALSAPINTADA","RW, PP",,"MP",
"10.02713/H","MATADERO INDUSTRIAL DE CORTEGANA-ARTESANOS DE JABUGO S.A.","Huelva/CORTEGANA","RW, SH, CP, MM, MP, PP","P","MP",
"10.02727/CO","AGROIBERICA DE POZOBLANCO S.L.","Córdoba/POZOBLANCO","CS, RW, PP",,"MP",
"10.02729/M","ADOBOS BLANCO S.L.","Madrid/LEGANES","CS, MM, MP, PP",,"MP",
"10.02735/M","OSBRUMA, S.A.","Madrid/CIEMPOZUELOS","CS, RW, CP, GHE, MM, MP, PP","wU, wG","MP",
"10.02759/HU","EMBUTIDOS VILLA, S.A.","Huesca/GRAUS","CS, MM, MP, PP",,"MP",
"10.02765/VA","VICENTE CALLE OLMOS","Valladolid/VALLADOLID","RW, MM, MP",,"MP",
"10.02783/VA","MATADERO DE CASTILLA-RIOSECO, S.A.","Valladolid/MEDINA DE RIOSECO","CS, SH, CP, PP","P, B, C, O","ST",
"10.02788/SA","PRODUCTOS IBERICOS GOMEZ, S. A.","Salamanca/TAMAMES","CS, PP",,"MP",
"10.02794/SA","IBERICOS TORREON SALAMANCA, S. L.","Salamanca/VILLARES DE LA REINA","CS, RW, SH, CP, PP","P","MP",
"10.02802/SA","MARTIN GOMEZ, S. A.","Salamanca/GUIJUELO","RW, PP",,"MP",
"10.02812/SA","JUSTINO PARRA, S.L.","Salamanca/GUIJUELO","CS, PP",,"MP",
"10.02814/SA","ROYEME SPANISH DELI, S. L.","Salamanca/CAMPILLO DE SALVATIERRA","CS, RW, PP",,"MP",
